id,instance,class_type,number_instance,all_number_instance,contains_code,only_special_characters
25968_inp,"(-2,5) (2,-3)",inp,False,True,False,False
25999_inp,"A = 4, B = 9, C = 8",inp,False,True,False,False
26001_inp,a - (b + c),inp,False,True,False,False
26045_inp,x = 5,inp,True,True,False,False
26061_inp,"12, 18, 7, 5, 25",inp,True,True,False,False
26137_inp,y = 4x + 2,inp,True,True,False,False
26154_inp,"145, 156, 400, 454",inp,True,True,False,False
26212_inp,"3, 4, 1, 6, 8",inp,True,True,False,False
26242_inp,"8, 12",inp,True,True,False,False
26275_inp,"2, 4, 6",inp,True,True,False,False
26340_inp,"1, 7, 4, 11, 6",inp,True,True,False,False
26584_inp,"[6, 2, 8, 3, 1, 2]",inp,True,True,False,False
26587_inp,"[1, 2, 3, 4, 5, 6]",inp,True,True,False,False
26643_inp,123456,inp,False,True,False,False
26771_inp,"2, 5, 6, 7, 9",inp,True,True,False,False
26848_inp,7 x 9,inp,False,True,False,False
26895_inp,"[-3, -7, 4, 8, -2]",inp,False,True,False,False
26966_inp,3 * (5 - 4),inp,False,True,False,False
27188_inp,"2, 4, 8, 16",inp,True,True,False,False
27319_inp,"[4, 7, 3, 6, 8, 9, 10, 1]",inp,True,True,False,False
27371_inp,2/5,inp,False,True,False,False
27386_inp,5,inp,False,True,False,False
27412_inp,"5, 8, 4, 7, 1",inp,True,True,False,False
27442_inp,"2, 4, 6, 8",inp,True,True,False,False
27479_inp,"1, 2  8, 7",inp,False,True,False,False
27485_inp,"2, 4, 8",inp,True,True,False,False
27517_inp,"[1, 2, 3, 4, 5]",inp,True,True,False,False
27612_inp,8 + 8,inp,False,True,False,False
27636_inp,n = 10,inp,False,True,False,False
27665_inp,"2, 4, 7",inp,True,True,False,False
27710_inp,"38, 12, -5, 1, 59",inp,False,True,False,False
27720_inp,2x+3y=7,inp,True,True,False,False
27736_inp,2+2,inp,True,True,False,False
27769_inp,"[5, 2, 8, 17]",inp,True,True,False,False
27929_inp,"8, 4, 7, 7, 5, 2, 10",inp,True,True,False,False
27944_inp,123,inp,False,True,False,False
27959_inp,"[3, 8, 5, 4, 1, 9, 7]",inp,True,True,False,False
27987_inp,25,inp,False,True,False,False
27988_inp,2y + 6 =10,inp,True,True,False,False
28048_inp,"2, 3, 4, 7",inp,True,True,False,False
28181_inp,"[1, 2, 3, 4, 5, 6, 7, 8]",inp,True,True,False,False
28198_inp,"a=30, b=10",inp,False,True,False,False
28209_inp,0.375,inp,False,True,False,False
28236_inp,5 - 9,inp,False,True,False,False
28250_inp,25 x 8,inp,False,True,False,False
28309_inp,"[5, 1, 9, 6]",inp,True,True,False,False
28392_inp,"[3, 8, 13, 4, 17, 30]",inp,True,True,False,False
28491_inp,"23, 71, 28, 9",inp,True,True,False,False
28498_inp,"[5, 10, 15]",inp,True,True,False,False
28570_inp,99,inp,False,True,False,False
28593_inp,5 + 2 * 4 - 3,inp,False,True,False,False
28710_inp,5,inp,False,True,False,False
28719_inp,"1, 2, 5, 9",inp,True,True,False,False
28904_inp,2x + 3 = 7,inp,True,True,False,False
28960_inp,"[3, 5, 7, 2]",inp,True,True,False,False
29055_inp,x = 20,inp,True,True,False,False
29080_inp,19.6,inp,False,True,False,False
29084_inp,"14, 16, 15, 18, 17",inp,True,True,False,False
29242_inp,"[2, 3, 8, 45, 6, 99, 72]",inp,True,True,False,False
29269_inp,"a = 2
b = 3",inp,False,True,False,False
29381_inp,85260,inp,False,True,False,False
29419_inp,3 + 5 + 7,inp,False,True,False,False
29492_inp,"[2, 3, 4, 9, 15, 22, 25, 31, 33]",inp,True,True,False,False
29495_inp,N/A,inp,False,True,False,False
29496_inp,N/A,inp,False,True,False,False
29497_inp,"x = 5, y = 4",inp,True,True,False,False
29504_inp,"[3, 7, 14, 17]",inp,True,True,False,False
29553_inp,7/9 + 4/5,inp,False,True,False,False
29558_inp,4 + 1,inp,False,True,False,False
29650_inp,f(x) = 3x + 2,inp,True,True,False,False
29846_inp,"4, 2, 5, 1, 6",inp,True,True,False,False
29861_inp,"2x + 7y = 5
3x - 7y = 5",inp,True,True,False,False
29931_inp,"[2, 5, 7, 9, 11]",inp,True,True,False,False
30168_inp,3x + 4y = 9,inp,True,True,False,False
30241_inp,128.178.163.54,inp,False,True,False,False
30305_inp,"A = -2, 3
B = 1, -1
C = 4, 0",inp,False,True,False,False
30338_inp,595 / 77,inp,False,True,False,False
30359_inp,y = 2x,inp,True,True,False,False
30473_inp,"[128, 2, 5, 9, 23]",inp,True,True,False,False
30603_inp,"x+3y=6
3x-5y=6",inp,True,True,False,False
30711_inp,"[3, 4, 6, 7, 8]",inp,True,True,False,False
30735_inp,123456789,inp,False,True,False,False
30739_inp,38,inp,False,True,False,False
30755_inp,"1, 64, 22, -45, -7",inp,False,True,False,False
30796_inp,"5, 10, 15, 20, 25",inp,True,True,False,False
30816_inp,5x - 2y + 6z = 8,inp,True,True,False,False
30830_inp,7x + 14 = 21,inp,True,True,False,False
30863_inp,"[-10, 0, 10, 20]",inp,False,True,False,False
30865_inp,"[90, 23, 2, 1000, -50]",inp,False,True,False,False
30903_inp,7/9,inp,False,True,False,False
30908_inp,-3,inp,False,True,False,False
30915_inp,0.75,inp,False,True,False,False
30941_inp,37,inp,False,True,False,False
31024_inp,7,inp,False,True,False,False
31198_inp,"41, 29, 71",inp,True,True,False,False
31241_inp,5,inp,False,True,False,False
31270_inp,"[1, 2, 3, 4, 5]",inp,True,True,False,False
31286_inp,12,inp,False,True,False,False
31342_inp,"8, 3, 9, 5",inp,True,True,False,False
31365_inp,"[2, 4, 3, 7, 5]",inp,True,True,False,False
31396_inp,"[3, 5, 6, 9, 12]",inp,True,True,False,False
31532_inp,52 58 40 26,inp,False,True,False,False
31594_inp,9 - 5 * 4,inp,False,True,False,False
31751_inp,"3, 7, 11, 15, 19",inp,True,True,False,False
31834_inp,"[19, 8, 6, -3, 11]",inp,False,True,False,False
31836_inp,30F,inp,False,True,False,False
31856_inp,"82, 23, 55, 64, 71",inp,True,True,False,False
31912_inp,"3, 6, 12, 24, 48,",inp,False,True,False,False
31915_inp,"25, 8, 14, 18",inp,True,True,False,False
31949_inp,"987,654,321",inp,True,True,False,False
31952_inp,6 - 6 + 8,inp,False,True,False,False
31964_inp,"[1, 2, 3, 2, 4, 3, 5]",inp,True,True,False,False
31989_inp,"7, 32, 15",inp,True,True,False,False
31999_inp,146,inp,False,True,False,False
32048_inp,N/A,inp,False,True,False,False
32051_inp,N/A,inp,False,True,False,False
32128_inp,"f1(x, y) = x + y
f2(x, y) = x * y",inp,False,True,False,False
32138_inp,7 1/8,inp,False,True,False,False
32220_inp,"[4, 5, 2, 1, 3]",inp,True,True,False,False
32283_inp,"[3, 9, 8, 5, 1, 11]",inp,True,True,False,False
32289_inp,"2, 3, 4, 5",inp,True,True,False,False
32357_inp,y=-5x+2,inp,True,True,False,False
32362_inp,"[1, 2, 9, 4, 25]",inp,True,True,False,False
32511_inp,"22,000",inp,True,True,False,False
32571_inp,"3, 7, 9",inp,True,True,False,False
32600_inp,192.168.0.1,inp,False,True,False,False
32642_inp,D E G B C,inp,False,True,False,False
32678_inp,6+3*2,inp,True,True,False,False
32704_inp,"[1, 4, 6, 7, 10, 11]",inp,True,True,False,False
32746_inp,N/A,inp,False,True,False,False
32889_inp,n = 20,inp,False,True,False,False
32945_inp,7x + 12 = 15,inp,True,True,False,False
32999_inp,n + 3 = 8,inp,False,True,False,False
33010_inp,"[1, 4, 9, 0]",inp,True,True,False,False
33109_inp,"[5, 9, 10, 15, 16, 20, 25, 30]",inp,True,True,False,False
33234_inp,5,inp,False,True,False,False
33313_inp,"[2, 3, 4, 5, 6, 7]",inp,True,True,False,False
33323_inp,"[1, 8, 3, 6, 10, 20]",inp,True,True,False,False
33340_inp,"[1, 2, 4, 5]",inp,True,True,False,False
33356_inp,68,inp,False,True,False,False
33406_inp,1995,inp,False,True,False,False
33486_inp,"1, 2, 4, 8, 16...",inp,False,True,False,False
33568_inp,3*(7 + 4),inp,False,True,False,False
33818_inp,"A (2, 3), B (1, -1), C (-2, 4)",inp,False,True,False,False
33820_inp,4,inp,False,True,False,False
33857_inp,"8*6....194
.2.3578...
.9.8.....6
7..954....
.45.1..793
....783..2
6.....2.5.
...9486.2.
297....*83",inp,True,True,False,False
33905_inp,9,inp,False,True,False,False
33907_inp,72/7,inp,False,True,False,False
33912_inp,46-32,inp,False,True,False,False
33944_inp,"[7, 9, 5, 4, 6]",inp,True,True,False,False
33968_inp,3 + 10 - 4,inp,False,True,False,False
34061_inp,"A (3, 2)
B (3, 8)
C (8, 8)
D (8, 2)",inp,False,True,False,False
34114_inp,"[75, 90, 99, 55]",inp,True,True,False,False
34135_inp,92660,inp,False,True,False,False
34136_inp,"[8, 3, 5, 7, 0]",inp,True,True,False,False
34249_inp,-5,inp,False,True,False,False
34251_inp,5,inp,False,True,False,False
34315_inp,(2x+7)(4x+5),inp,True,True,False,False
34354_inp,3x - 2 = 10,inp,True,True,False,False
34377_inp,"5
7",inp,False,True,False,False
34590_inp,25 + 7,inp,False,True,False,False
34623_inp,N/A,inp,False,True,False,False
34666_inp,"[1,2,3,4,5]",inp,True,True,False,False
34687_inp,19,inp,False,True,False,False
34689_inp,9094561234,inp,False,True,False,False
34692_inp,"2, 4, 6",inp,True,True,False,False
34773_inp,7x + 6 = 28,inp,True,True,False,False
34844_inp,"x = 5, y = 4",inp,True,True,False,False
34972_inp,"x+2y=6
2x+4y=6",inp,True,True,False,False
35101_inp,(5x + 6y) / (5x + 5y),inp,True,True,False,False
35126_inp,2x + 3 = 5,inp,True,True,False,False
35129_inp,f(x) = x + 5,inp,False,True,False,False
35222_inp,110101,inp,False,True,False,False
35232_inp,2021,inp,False,True,False,False
35258_inp,2x + 3y = 8,inp,True,True,False,False
35357_inp,"[25, 32, 10, 17, 9]",inp,True,True,False,False
35453_inp,"2, 8, 5, 1",inp,True,True,False,False
35556_inp,"25, 27, 32, 29, 21",inp,True,True,False,False
35587_inp,"[3, 5, 27, 1, -3]",inp,False,True,False,False
35657_inp,"[5, 2, 8, 1, 4]",inp,True,True,False,False
35680_inp,(2+3)(3-2),inp,True,True,False,False
35816_inp,"a, b, c, d, e, f",inp,False,True,False,False
36009_inp,2/9,inp,False,True,False,False
36043_inp,"3, 8, 5, 9, 4",inp,True,True,False,False
36122_inp,2a+3b = 15,inp,False,True,False,False
36139_inp,2+6,inp,True,True,False,False
36169_inp,"[[[1, 2], [3, 4]], [[5, 6], [7, 8]]]",inp,True,True,False,False
36302_inp,"[4, 12, 8, 14, 10]",inp,True,True,False,False
36309_inp,"v, u, m, e, t",inp,False,True,False,False
36330_inp,x = x + 1,inp,False,True,False,False
36459_inp,10,inp,False,True,False,False
36622_inp,"2, 4, +",inp,False,True,False,False
36654_inp,15*10 =,inp,True,True,False,False
36728_inp,"19, 4",inp,True,True,False,False
36916_inp,2 + 3x - 5,inp,True,True,False,False
36922_inp,58,inp,False,True,False,False
37028_inp,"2, 4, 6, 8",inp,True,True,False,False
37122_inp,"x1 = 0,  y1 = 0,  x2 = 7,  y2 = 3,  x3 = 11,  y3 = 6",inp,False,True,False,False
37198_inp,f(x) = x3 + 2x,inp,True,True,False,False
37307_inp,x=5,inp,True,True,False,False
37337_inp,"[4, 8, 10, 15]",inp,True,True,False,False
37383_inp,"A=5, B=3",inp,False,True,False,False
37429_inp,"2, 3, 4, 5, 6",inp,True,True,False,False
37540_inp,"[1, 3, 4, 7, 8, 13]",inp,True,True,False,False
37585_inp,3 + 8 = 10,inp,False,True,False,False
37620_inp,"2, 4, 8, 7, 6",inp,True,True,False,False
37621_inp,H2 + O2,inp,False,True,False,False
37675_inp,3 + 3 = 7,inp,False,True,False,False
37794_inp,"[1, 2, 3, 4]",inp,True,True,False,False
38071_inp,08/15/2020,inp,False,True,False,False
38076_inp,"a = 2, b = 3, c = 4",inp,False,True,False,False
38163_inp,"8, 15, 19",inp,True,True,False,False
38219_inp,"[3, 4, -8, 5]",inp,False,True,False,False
38244_inp,6 + 8,inp,False,True,False,False
38359_inp,1.83 m,inp,False,True,False,False
38424_inp,3.75,inp,False,True,False,False
38447_inp,"3, 85, 6, 7, 1",inp,True,True,False,False
38680_inp,"[2, 4, 6, 8]",inp,True,True,False,False
38683_inp,"[33, 29, 130, 21, 42, 11]",inp,True,True,False,False
38783_inp,"21, 19, 22",inp,True,True,False,False
38882_inp,"47, 1558",inp,True,True,False,False
38896_inp,5,inp,False,True,False,False
38900_inp,"[10, 20, 30, -2]",inp,False,True,False,False
38925_inp,x = 12,inp,True,True,False,False
38931_inp,(8 + 3) - 5 X 2,inp,False,True,False,False
39039_inp,132,inp,False,True,False,False
39258_inp,"[3, 5, 7, 10]",inp,True,True,False,False
39300_inp,"g,o,t,o,p",inp,False,True,False,False
39411_inp,14,inp,False,True,False,False
39544_inp,"1, 2, 5",inp,True,True,False,False
39593_inp,"5, 6, 7, 8, 9",inp,True,True,False,False
39693_inp,"75, 67",inp,True,True,False,False
39715_inp,"[3, 4, 6, 7, 8, 10]",inp,True,True,False,False
39908_inp,"59, 22, 15, 11, 5",inp,True,True,False,False
39942_inp,"22, 23, 24, 25, 22",inp,True,True,False,False
39943_inp,x + 5 = 8,inp,False,True,False,False
39961_inp,"[1, 4, 8, 13, 28, 34]",inp,True,True,False,False
39977_inp,"[-2, -1, 0, 1, 2, 3]",inp,False,True,False,False
39994_inp,2 x 9 + 5,inp,False,True,False,False
40019_inp,"30, 60",inp,True,True,False,False
40035_inp,"1, 3, 4",inp,True,True,False,False
40079_inp,"[16, 31, 5, 9, 18]",inp,True,True,False,False
40080_inp,"[10, 15, 20, 4, 6]",inp,True,True,False,False
40096_inp,-32,inp,False,True,False,False
40110_inp,7x + 4 = 38,inp,True,True,False,False
40224_inp,"2, 3, 5, 4",inp,True,True,False,False
40367_inp,a1b2c3,inp,False,True,False,False
40395_inp,"9.6, -13.4, 0",inp,False,True,False,False
40433_inp,"[3, -4, 2, -1, 7]",inp,False,True,False,False
40457_inp,"8, 4, 12, 2, 16",inp,True,True,False,False
40461_inp,"11, 13, 14, 13, 15",inp,True,True,False,False
40559_inp,"[2, 6, 3, 7, 1, 4]",inp,True,True,False,False
40639_inp,5x + 2 = 17,inp,True,True,False,False
40753_inp,"[5, 3, 8, 4, 1]",inp,True,True,False,False
40779_inp,H2O,inp,False,True,False,False
40900_inp,"4, 7",inp,True,True,False,False
40904_inp,2/7 + 3/7,inp,False,True,False,False
40909_inp,a/b = c,inp,False,True,False,False
40950_inp,N=12,inp,False,True,False,False
40991_inp,3x + 2 = 8,inp,True,True,False,False
41015_inp,"6, 2, 10, 8",inp,True,True,False,False
41241_inp,"34, 87, 13",inp,True,True,False,False
41300_inp,"8, 10",inp,True,True,False,False
41345_inp,"87, 11, 95, 64, 12",inp,True,True,False,False
41359_inp,"1, 2, -8, 9, 5",inp,False,True,False,False
41473_inp,"[4, 2, 5, 1, 3]",inp,True,True,False,False
41488_inp,"[56, 45, 23, 17, 87, 32, 12]",inp,True,True,False,False
41502_inp,"3, 5, 7, 8, 1",inp,True,True,False,False
41550_inp,"X   Y
2	4
4	16
8	256",inp,False,True,False,False
41706_inp,n = 10,inp,False,True,False,False
41773_inp,25 C,inp,False,True,False,False
41814_inp,3x + 5y - 4z = 9,inp,True,True,False,False
41817_inp,"x + 2y = 7
2x + 4y = 14",inp,True,True,False,False
41916_inp,3n + 5,inp,False,True,False,False
41938_inp,1.5,inp,False,True,False,False
42033_inp,x = 10,inp,True,True,False,False
42048_inp,"a = 1, b = -3, c = -3, d = -1",inp,False,True,False,False
42080_inp,"w, o, l, f",inp,False,True,False,False
42127_inp,"3, 7",inp,True,True,False,False
42185_inp,"[4,7,2,9,6,1,8]",inp,True,True,False,False
42192_inp,"[2,5,9,4]",inp,True,True,False,False
42281_inp,"1,3,4,2,9,7,8",inp,True,True,False,False
42411_inp,"60, 0.004, -12, 0.03",inp,False,True,False,False
42421_inp,"2, 5, 9",inp,True,True,False,False
42508_inp,"[1, 2, 3]",inp,True,True,False,False
42675_inp,"(2,4), (4,1)",inp,True,True,False,False
42684_inp,28,inp,False,True,False,False
42702_inp,3.87,inp,False,True,False,False
42731_inp,"[1,7,8,9]",inp,True,True,False,False
42915_inp,"2, 4, 8, 16",inp,True,True,False,False
42980_inp,36,inp,False,True,False,False
43198_inp,"[1,2,3,4,5]",inp,True,True,False,False
43259_inp,"5, 8, 7, 10, 8, 6, 9",inp,True,True,False,False
43285_inp,"8, 3, 10, 7",inp,True,True,False,False
43289_inp,"[1, 2, 3, 4, 5, 6, 7]",inp,True,True,False,False
43334_inp,1234567890,inp,False,True,False,False
43484_inp,"1,2,3,4,5,6,7",inp,True,True,False,False
43541_inp,"3, 5, 9, 1, 8, 2",inp,True,True,False,False
43626_inp,C  D  E,inp,False,True,False,False
43659_inp,"a = 3
b = 5",inp,False,True,False,False
43662_inp,258,inp,False,True,False,False
43791_inp,25,inp,False,True,False,False
43849_inp,"[7, 7, 5, 1, 9, 9, 5]",inp,True,True,False,False
43871_inp,"6, 2, 8, 9, 1",inp,True,True,False,False
43956_inp,"8, 9",inp,True,True,False,False
43972_inp,"1, 5, 10, 15",inp,True,True,False,False
44087_inp,8,inp,False,True,False,False
44140_inp,x + 8 = 10,inp,False,True,False,False
44214_inp,1000,inp,False,True,False,False
44226_inp,"7, -4, 5, 1",inp,False,True,False,False
44274_inp,"2, 4, 6, 8",inp,True,True,False,False
44297_inp,"1, 2, 3, 6, 8",inp,True,True,False,False
44386_inp,"1, 7, 4, 8, 10",inp,True,True,False,False
44396_inp,"n = 4, k = 2",inp,False,True,False,False
44595_inp,2x +5 = 17,inp,True,True,False,False
44638_inp,"2, 3, 7, 5",inp,True,True,False,False
44699_inp,"x + 3y = 6
2x - 4y = 3",inp,True,True,False,False
44813_inp,"[4, 8, 0, 9, 15]",inp,True,True,False,False
44814_inp,"[6, 8, 12, 4, 7]",inp,True,True,False,False
44816_inp,"17, 23, 19",inp,True,True,False,False
44936_inp,"1, -5, 0, 2, 7",inp,False,True,False,False
45026_inp,31,inp,False,True,False,False
45081_inp,60,inp,False,True,False,False
45116_inp,"1, 5, 8, 10",inp,True,True,False,False
45123_inp,"[1, 3, 5, 8, 10]",inp,True,True,False,False
45131_inp,"[2, 3, 4, 5, 6, 4, 3, 5, 7]",inp,True,True,False,False
45167_inp,"A (1, 2), B (3, 4), C (5, 6)",inp,False,True,False,False
45173_inp,8008,inp,False,True,False,False
45195_inp,"(1,3), (4,7), (6,10)",inp,True,True,False,False
45246_inp,1000,inp,False,True,False,False
45501_inp,1  5  10,inp,False,True,False,False
45515_inp,"[5, 9, 20, 19, 11, 67, 33]",inp,True,True,False,False
45666_inp,1939,inp,False,True,False,False
45689_inp,5/7/2020,inp,False,True,False,False
45746_inp,25 + 52,inp,False,True,False,False
45804_inp,"[7, 2, 5, 1, 3]",inp,True,True,False,False
46029_inp,x = 2,inp,True,True,False,False
46188_inp,27 x 4,inp,False,True,False,False
46206_inp,"[3, 7, 8, 6, 4, 7, 3]",inp,True,True,False,False
46207_inp,"[12, 10, 6, 8]",inp,True,True,False,False
46212_inp,"[28, 39, 22, 27]",inp,True,True,False,False
46436_inp,7/11,inp,False,True,False,False
46455_inp,"[1, 7, 4, -2, 9]",inp,False,True,False,False
46544_inp,"2, 15, 7, 3, 8",inp,True,True,False,False
46616_inp,"3, 2, 7, 5",inp,True,True,False,False
46658_inp,"[9, 6, 3, 5, 7, 1, 4]",inp,True,True,False,False
46683_inp,3x + 6y = 15,inp,True,True,False,False
46769_inp,45.456,inp,False,True,False,False
46804_inp,x2 + y2 = 25,inp,False,True,False,False
46818_inp,"(2, 3), (4, 5), (5, 6), (7, 8)",inp,False,True,False,False
46982_inp,"a = 5
b = a + 1",inp,False,True,False,False
47020_inp,"[45, -102, 10, 3400]",inp,False,True,False,False
47289_inp,"12, 20",inp,True,True,False,False
47403_inp,"2, 3, 4, 8, 10, 11",inp,True,True,False,False
47450_inp,"[3, 2, 4, 1, 5]",inp,True,True,False,False
47457_inp,3a + 6b,inp,False,True,False,False
47470_inp,5,inp,False,True,False,False
47495_inp,"2, 3, 4, 5, 6",inp,True,True,False,False
47551_inp,1 9 8,inp,False,True,False,False
47590_inp,A.I.,inp,False,True,False,False
47598_inp,8 x 5,inp,False,True,False,False
47713_inp,a + b + c = 12,inp,False,True,False,False
47875_inp,"87, 89, 92, 95",inp,True,True,False,False
47912_inp,"[4, 7, 8, 10]",inp,True,True,False,False
47916_inp,0.001,inp,False,True,False,False
48111_inp,50,inp,False,True,False,False
48112_inp,1e9,inp,False,True,False,False
48183_inp,"[5, 3, 6, 1, 8]",inp,True,True,False,False
48316_inp,78,inp,False,True,False,False
48324_inp,25 J,inp,False,True,False,False
48464_inp,"[86, 49, 22, 24, 29]",inp,True,True,False,False
48499_inp,2,inp,False,True,False,False
48628_inp,100,inp,False,True,False,False
48631_inp,5000,inp,False,True,False,False
48644_inp,12,inp,False,True,False,False
48645_inp,"[0, 1, 6, 3, 4]",inp,True,True,False,False
48658_inp,"[10, 7, 4, 8, 13, 6]",inp,True,True,False,False
48726_inp,"2, 4, 6, 8",inp,True,True,False,False
48930_inp,150,inp,False,True,False,False
48950_inp,6x+3y=12,inp,True,True,False,False
48958_inp,x + 4 = 10,inp,False,True,False,False
48960_inp,5 + 50,inp,False,True,False,False
48964_inp,230,inp,False,True,False,False
49055_inp,"1 9 

3",inp,False,True,False,False
49074_inp,"1966, 1971, 1950, 1939",inp,True,True,False,False
49150_inp,"[1, 2, 3, 4, 5]",inp,True,True,False,False
49161_inp,"2, 3, 0, 1",inp,True,True,False,False
49180_inp,5x + 10 = 50,inp,True,True,False,False
49233_inp,"15, 20, 35, 25",inp,True,True,False,False
49374_inp,"5, 2, 9, 12, 8, 6, a, 11",inp,False,True,False,False
49659_inp,"2, 5, 8, 11, 14",inp,True,True,False,False
49716_inp,"14, 18, 12, 16, 16, 20",inp,True,True,False,False
49734_inp,74321,inp,False,True,False,False
49909_inp,"[5, 10, 15]",inp,True,True,False,False
49957_inp,5 + 10,inp,False,True,False,False
50047_inp,1450,inp,False,True,False,False
50051_inp,"A(5, 0), B(5, 5), C(0, 5)",inp,False,True,False,False
50069_inp,"2, 3, 4, 7",inp,True,True,False,False
50144_inp,x,inp,False,True,False,False
50153_inp,"5, 1, 3, 8, 9",inp,True,True,False,False
50170_inp,n = 27,inp,False,True,False,False
50224_inp,0.45,inp,False,True,False,False
50260_inp,"1, 2, 3",inp,True,True,False,False
50296_inp,A = 2B + 4,inp,False,True,False,False
50440_inp,2+2,inp,True,True,False,False
50538_inp,24,inp,False,True,False,False
50540_inp,42,inp,False,True,False,False
50543_inp,"[1,2,3,4,5]",inp,True,True,False,False
50856_inp,(C4 E4 F4 G4 A4 B4),inp,False,True,False,False
50863_inp,"4, 7, 10, 13, ...",inp,False,True,False,False
50886_inp,"2, 4, 8, 16",inp,True,True,False,False
50903_inp,87,inp,False,True,False,False
51030_inp,"5, 4, 3, 2, 7, 6, 1",inp,True,True,False,False
51033_inp,8,inp,False,True,False,False
51036_inp,"5, 8, 2, 9",inp,True,True,False,False
51063_inp,"1, 3, 5",inp,True,True,False,False
51093_inp,"3, 5, 10, 12, 17",inp,True,True,False,False
51159_inp,56.28,inp,False,True,False,False
51199_inp,"15, 18, 21, 12, 19",inp,True,True,False,False
51318_inp,38698,inp,False,True,False,False
51319_inp,"[3, 7, 1, 0, 4, 9, 8]",inp,True,True,False,False
51341_inp,a = b + c,inp,False,True,False,False
51418_inp,0x3D,inp,True,True,False,False
51420_inp,"8, 11",inp,True,True,False,False
51445_inp,"[1,2,3,4,5]",inp,True,True,False,False
51584_inp,0.375,inp,False,True,False,False
51697_inp,17,inp,False,True,False,False
51702_inp,"2, 3, 5",inp,True,True,False,False
51705_inp,j,inp,False,True,False,False
51711_inp,94545,inp,False,True,False,False
51853_inp,"x = 2, y = 3",inp,True,True,False,False
51932_inp,"65, 55, 45, 35, 25, 15",inp,True,True,False,False
41_out,3x + 5y - 9 = 0,out,True,True,False,False
53_out,"0, 2, 3, 4, 8",out,True,True,False,False
81_out,1,out,False,True,False,False
122_out,34.4C,out,False,True,False,False
148_out,"[5, 8, 3, 5]",out,True,True,False,False
151_out,"[7, 8, 9, 11]",out,True,True,False,False
154_out,6,out,False,True,False,False
155_out,"7, 9",out,True,True,False,False
157_out,865,out,False,True,False,False
209_out,30932,out,False,True,False,False
211_out,333,out,False,True,False,False
226_out,18,out,False,True,False,False
266_out,3.0,out,False,True,False,False
270_out,8,out,False,True,False,False
287_out,11,out,False,True,False,False
353_out,"15, 5, 8",out,True,True,False,False
399_out,35,out,False,True,False,False
403_out,18.,out,False,True,False,False
410_out,6.,out,False,True,False,False
480_out,D-C-B-A-D G-A-G-F-E-D D-C-B-A-D E-G-A-G.,out,False,True,False,False
491_out,13,out,False,True,False,False
513_out,1.5,out,False,True,False,False
527_out,8,out,False,True,False,False
534_out,4x + 5.,out,True,True,False,False
634_out,"[5, 4, 3, 2, 1]",out,True,True,False,False
682_out,6,out,False,True,False,False
686_out,64,out,False,True,False,False
688_out,29.5,out,False,True,False,False
712_out,11,out,False,True,False,False
717_out,X-Y-L-O-P-H-O-N-E,out,False,True,False,False
770_out,5309,out,False,True,False,False
896_out,"15, 12, 9, -7",out,False,True,False,False
906_out,48,out,False,True,False,False
989_out,"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47.",out,False,True,False,False
1009_out,2 + 3 = 5.,out,False,True,False,False
1031_out,4,out,False,True,False,False
1041_out,"[[4, 2],
 [5, 3]]",out,True,True,False,False
1086_out,6E,out,False,True,False,False
1112_out,12,out,False,True,False,False
1149_out,"x = 2
y = 3",out,True,True,False,False
1233_out,-8,out,False,True,False,False
1307_out,10.,out,False,True,False,False
1339_out,3 4 +,out,False,True,False,False
1349_out,6,out,False,True,False,False
1469_out,11,out,False,True,False,False
1503_out,7,out,False,True,False,False
1555_out,"17, 11, 5, 3",out,True,True,False,False
1619_out,10,out,False,True,False,False
1626_out,16,out,False,True,False,False
1726_out,15,out,False,True,False,False
1740_out,"10 x 6 = 60
11 x 8 = 88
12 x 5 = 60",out,False,True,False,False
1776_out,"1, 3, 6, 8.",out,False,True,False,False
1790_out,28,out,False,True,False,False
1845_out,2469.,out,False,True,False,False
1892_out,73109,out,False,True,False,False
1897_out,9508735610,out,False,True,False,False
1922_out,X = 2,out,True,True,False,False
1964_out,"15, 18, 21",out,True,True,False,False
1988_out,27,out,False,True,False,False
2076_out,y = 3 x,out,True,True,False,False
2185_out,6,out,False,True,False,False
2240_out,25,out,False,True,False,False
2247_out,216.,out,False,True,False,False
2281_out,4x + 34.,out,True,True,False,False
2507_out,0.9,out,False,True,False,False
2538_out,f(x) = (x-6)/3,out,False,True,False,False
2622_out,7 + 2 = 9,out,False,True,False,False
2628_out,P-N-E-U-M-O-N-I-A,out,False,True,False,False
2649_out,9,out,False,True,False,False
2751_out,0231,out,False,True,False,False
2822_out,"7, 8, 10, 11, 12",out,True,True,False,False
2823_out,N/A,out,False,True,False,False
2827_out,N/A,out,False,True,False,False
2830_out,N/A,out,False,True,False,False
2837_out,3,out,False,True,False,False
2909_out,70,out,False,True,False,False
3023_out,14.285714285,out,False,True,False,False
3025_out,131,out,False,True,False,False
3121_out,9,out,False,True,False,False
3132_out,3 x 2 = 6,out,False,True,False,False
3166_out,53,out,False,True,False,False
3169_out,"5, 18, 23, 37, 90",out,True,True,False,False
3185_out,X = 1,out,True,True,False,False
3228_out,5,out,False,True,False,False
3271_out,2,out,False,True,False,False
3384_out,7,out,False,True,False,False
3418_out,x = 2,out,True,True,False,False
