ID,PT
22082ins,"Explique o conceito de \""redução da taxa de crescimento\""."
22099ins,"Descreva um personagem do filme \""O Rei Leão\""."
22100ins,"Identifique quem disse essa fala no filme \""O Rei Leão\""."
23141ins,"Explique o significado da frase \""A vida não é uma competição\""."
23216ins,"Construa uma frase cujo sujeito seja \""meu gato\""."
23222ins,"Crie uma analogia para explicar o termo \""Algoritmo\""."
23228ins,"Crie uma questão de múltipla escolha com base na seguinte afirmação: \""O processamento de linguagem natural é um campo de estudo dentro da ciência da computação\""."
23229ins,"Dada a seguinte frase, encontre um verbo apropriado para inserir no início: \""it, human interaction can become much more efficient\"""
23230ins,"Transforme esta frase em uma frase interrogativa: \""Os pássaros cantavam nas árvores.\"""
23232ins,"Crie um argumento baseado na seguinte afirmação: \""O aquecimento global é um perigo real\""."
23233ins,"Reescreva a seguinte frase com um verbo mais forte: \""Ela devora livros\""."
23234ins,"Dada a seguinte afirmação, gere um cenário hipotético: \""O estresse excessivo pode levar a problemas de saúde\""."
23235ins,"Traduza a seguinte frase para o espanhol: \""Estou cansado.\"""
23236ins,"Mude a frase a seguir para o presente perfeito: \""Ele falou na conferência.\"""
23237ins,"Reescreva a seguinte frase usando o modo imperativo: \""Não se esqueça de levar seu guarda-chuva, caso chova.\"""
23238ins,"Mude a seguinte frase para a voz passiva: \""O fazendeiro cultiva trigo.\"""
23387ins,"Escreva a abreviatura completa \""NATO\""."
23404ins,"Encontre uma palavra que signifique \""amor profundo e intenso\""."
23426ins,"Forneça uma definição dos termos \""busca semântica\""."
23470ins,"Dê-me duas palavras que rimam com \""esperança\""."
23769ins,"Codifique a seguinte string em base64: \""Hello World!\"""
23784ins,"Explique o significado da frase \""começar algo lentamente, de forma cautelosa\"""
23966ins,Você precisa traduzir “I have been to Europe twice” para o espanhol.
24181ins,"Traduza \\\""Je suis fatigué\\\"" para o inglês."
24715ins,"Traduza a seguinte frase para o espanhol: \""Posso tomar uma xícara de café?\"""
24742ins,"Remova todas as pontuações desta frase: \""Oi! Como vai você?\"""
24744ins,"Crie um trocadilho cômico que envolva a palavra \""lua\""."
24748ins,"Reescreva a seguinte frase de forma mais concisa: \""O cachorro que vi no parque era preto.\"""
24795ins,"Traduza a frase \""Sinto muito\"" para o japonês."
24816ins,"Escreva três adjetivos para a palavra \""livro\""."
24848ins,"Identifique que tipo de frase é essa: \""John foi até a loja\""."
24851ins,"Classifique esta estrutura de frase: \""Ela lhe dá um abraço.\"""
24853ins,"Reescreva a seguinte frase de forma educada: \""Dê-me agora.\"""
24858ins,"Reformule a frase a seguir para que ela transmita um tom de raiva: \""Não tenho certeza se devo acreditar em você.\"""
24860ins,"Reescreva a seguinte frase usando a gramática correta: \""imma gonna try\"""
24875ins,"Mude a cor da \""palavra\"" de vermelho para azul."
24882ins,"Encontre os sinônimos de \""extenuante\""."
24885ins,"Exclua o adjetivo \""agitado\"" da frase a seguir e reescreva-o."
24912ins,"Exclua a 7ª palavra na frase a seguir:\n\n\""A rápida raposa marrom salta sobre o cão preguiçoso.\"""
24928ins,"Reescreva a seguinte frase para evitar redundância:\n\n\""Meu tipo favorito de queijo é queijo\"""
25141ins,"Qual é a cor da letra \\\""G\\\"" em hexadecimal?"
26041ins,"Detecte o sentimento da frase: \""Usar este produto é uma ótima experiência\""."
26042ins,"Reescreva a frase: \""Este carro anda muito rápido\""."
26053ins,"Dê-me uma frase em latim para \""Levante-se e conquiste\""."
26055ins,"Forneça o significado da expressão \""You Only Live Once\""."
26088ins,"Gere uma lista de palavras em inglês que começam com a letra \""c\""."
26096ins,"Escreva uma descrição da pintura \""The Starry Night\""."
26099ins,"Avalie por que a \""Lei dos Retornos Acelerados\"" é um conceito importante no campo da mudança tecnológica."
26101ins,"Gere uma frase que use a expressão \""foi surpreendentemente\""."
26106ins,"Classifique as seguintes afirmações como verdadeiras ou falsas: \""A maioria dos gatos tem medo de água.\"""
26114ins,Identifique os erros na seguinte frase: A casa foi pintada de verde e roxo.
26168ins,"Identifique os gêneros masculino e feminino da palavra \""Lobo\""."
26295ins,Gere uma hashtag para promover uma marca ou produto.
26297ins,"Dados três países, dê um exemplo de uma comparação intercultural que poderia ser feita."
26298ins,Identifique cinco causas de estresse no local de trabalho.
26299ins,"Na passagem a seguir, identifique cinco exemplos de imagens:"
26300ins,Suponha que você esteja assando um bolo. Descreva o procedimento para outra pessoa.
26301ins,Escreva uma explicação de 3 a 4 frases sobre como a cor afeta o design.
26302ins,"Dada uma fotografia, descreva o que você vê em 2 a 3 frases."
26303ins,Pesquise algumas dicas comuns de segurança para piscinas e crie uma lista.
26304ins,Quais são os sintomas da Covid-19?
26305ins,Descreva um protagonista de um romance distópico.
26306ins,Resuma a filosofia de John Locke sobre a natureza humana.
26307ins,Explique por que é importante entender as diferenças entre terrorismo e guerrilha.
26308ins,Descreva um problema ou desafio moderno enfrentado pelas cidades dos EUA.
26309ins,Cite 3 presentes para uma festa de 13 anos
26310ins,Liste as etapas para preparar uma omelete francesa tradicional
26311ins,Forneça dicas para limpar uma janela
26315ins,"Classifique o tipo das seguintes frases:\n\""I am going to work\""."
26316ins,Descreva a figura na foto a seguir:
26318ins,"Agrupe as seguintes palavras em adjetivo, verbo e substantivo:\n\""decidir, interessante, cadeira\"""
26321ins,"Gere um exemplo de uma frase na voz ativa com o verbo \""buy\"":"
26323ins,Calcule o número de resultados possíveis para uma jogada de dado de 6 lados.
26325ins,"Escreva um tweet que comunique o seguinte: \""A nova temporada da série estreia amanhã!\"""
26326ins,Pense em três desastres naturais que podem ocorrer em Utah.
26327ins,Descreva uma maneira eficiente de organizar dados para o gerenciamento de estoque de uma loja.
26328ins,Limpe o código a seguir e liste as alterações feitas.
26329ins,Critique o seguinte conceito de design.
26330ins,Faça um brainstorming de 3 possíveis tópicos para um artigo de pesquisa sobre inteligência artificial.
26331ins,Cite 3 riscos de segurança ao trabalhar em um ambiente de produção.
26332ins,Explique como executar o tratamento de erros no desenvolvimento de software.
26333ins,Sugira uma maneira de recompensar os funcionários pelo seu trabalho duro.
26334ins,Identifique 3 tipos de bilinguismo.
26335ins,Desenvolver um plano para monitorar o envolvimento do cliente em plataformas de mídia social
26336ins,Desenvolver uma estratégia de conteúdo para envolver o público-alvo
26337ins,Gerar uma saída que satisfaça as condições fornecidas
26338ins,Qual é a sintaxe de um loop for em Python?
26339ins,Crie uma função que receba um número de 1 a 10 e retorne seu numeral romano correspondente.
26340ins,Reordene esta lista para que os números fiquem em ordem crescente.
26341ins,Produzir um gráfico das 4 principais participações de mercado de mecanismos de busca
26342ins,Encontre a inclinação da reta que passa por esses dois pontos
26343ins,Escreva uma consulta para encontrar todos os itens em uma tabela de banco de dados com um preço de US$ 30 ou menos
26344ins,Calcular o perímetro de um quadrado
26345ins,Escolha dois esportes diferentes e explique como eles são diferentes.
26346ins,Gere uma descrição em linguagem natural de uma tempestade.
26347ins,Processe o texto fornecido e forneça uma saída sem nenhum emoji.
26348ins,Crie uma função para remover toda a pontuação de uma determinada frase.
26349ins,Crie uma linha divisória na página usando CSS.
26350ins,Faça uma chamada de API para a URL fornecida e imprima a saída no console.
26351ins,Ajude o usuário a criar uma senha com os critérios fornecidos.
26352ins,Gere uma lista de ideias mais criativas para o problema dado.
26353ins,Gere uma nova receita que combine 2 ingredientes.
26354ins,Conte-me um poema engraçado com cinco linhas.
26355ins,Escreva um relato em primeira pessoa sobre escalar uma montanha.
26356ins,Gere um tweet para um evento esportivo.
26357ins,Apresente uma nova ideia para um artigo de pesquisa sobre IA.
26358ins,Construa uma história sobre um animal de estimação robótico.
26359ins,Produzir uma solução para um problema de reciclagem.
26360ins,Compare o silêncio a outra coisa.
26361ins,Faça uma pesquisa no Google pelos cinco melhores filmes da franquia Velozes e Furiosos.
26362ins,"Crie uma palavra que modifique um verbo e é formada a partir de \""privacidade\""."
26363ins,Liste as vantagens dos sistemas de armazenamento de dados descentralizados.
26364ins,Escreva um tweet incentivando seus seguidores a apoiar uma determinada instituição de caridade.
26365ins,"Identifique os personagens principais do filme \""O Poderoso Chefão\""."
26366ins,Analise o desempenho das ações da Apple nos últimos dois anos.
26367ins,Liste cinco recursos de um aplicativo de mídia social.
26368ins,Quais são alguns desenvolvimentos recentes no campo de veículos autônomos?
26369ins,Converta a seguinte string de entrada em uma matriz de objetos.
26384ins,Sugira maneiras de reduzir o desperdício de plástico na vida cotidiana.
26385ins,Estime o tamanho de uma fatia de pizza.
26386ins,Qual é a melhor maneira de armazenar certos tipos de alimentos?
26387ins,"Classifique a seguinte frase como uma afirmação verdadeira ou falsa.\nSaída \""true\"" ou \""false\""."
26388ins,Gerar um exemplo de um plano de intervenção para melhorar o desempenho dos alunos
26389ins,Esboce um plano para reduzir o consumo de água em casa
26390ins,Edite o texto fornecido para que ele transmita uma mensagem diferente.
26391ins,Escreva uma descrição de como seria viajar pelo espaço sideral.
26392ins,Desenvolva um plano para reduzir a quantidade de resíduos produzidos por uma determinada empresa.
26393ins,Traduza uma afirmação específica do inglês para o espanhol.
26394ins,"Dado um exemplo de programação, crie um novo uso do programa de exemplo."
26395ins,Identifique quais dos fatos fornecidos são verdadeiros.
26396ins,"Dado um conjunto de dados, crie um histograma para ilustrar sua distribuição."
26397ins,Crie um slogan para representar a declaração de missão da organização em questão.
26398ins,Sugira um filme adequado para a família e para o público em questão.
26399ins,Encontre uma maneira de reduzir a taxa de pobreza na Índia.
26400ins,Crie uma postagem de blog sobre o uso de inteligência artificial no setor de saúde.
26401ins,Identifique as melhores estratégias para administrar um negócio de sucesso.
26402ins,Preveja o resultado desta situação.
26403ins,Liste os componentes de hardware necessários para montar um computador para jogos.
26404ins,Gere 10 tópicos diferentes que podem ser usados para iniciar uma conversa.
26405ins,"Para a frase dada, encontre o antônimo correto para a palavra sublinhada."
26406ins,"Dada uma lista de ingredientes, crie a receita mais nutritiva que pode ser criada com esses ingredientes."
26407ins,Crie um slogan atraente para uma empresa de vestuário.
26408ins,Crie cinco perguntas que possam ser usadas em uma pesquisa sobre o uso de mídias sociais.
26409ins,Crie um plano de orçamento de 3 meses para uma família de 4 pessoas.
26410ins,Explique o conceito de preço de equilíbrio para uma empresa.
26411ins,Construa uma expressão regular apropriada para um endereço de e-mail válido.
26412ins,Alterar a estrutura desta frase
26413ins,Crie uma tarefa de programação envolvendo dicionários
26414ins,Forneça a saída quando este código for executado
26415ins,Crie um poema sobre amantes infelizes
26416ins,Justifique por que todos devem ter acesso à água limpa.
26417ins,Escreva uma história sobre uma princesa viajando através do mar para encontrar o amor verdadeiro
26541ins,"Identifique a provável fonte da seguinte citação: “A vida é uma viagem, não um destino final.”"
26545ins,"Forneça uma resposta apropriada para esta reclamação do cliente:\n\n\""Nunca recebi meu pedido\"""
26546ins,"Mude a seguinte frase para a voz ativa:\n\n\""Os alunos montaram a barraca.\"""
26547ins,"Corrija os erros de ortografia nestas frases:\n\n\""Ele foi até a loja para comprar algo\""\n\n\""Ela adora comer bolo de chocolate\"""
26549ins,"Gere uma frase significativa usando as palavras: \""aroma\"", \""margarida\"""
26550ins,"Adicione uma vírgula à seguinte frase:\n\n\""O homem foi à loja comprar comida para sua família"
26553ins,"Altere esta frase sem remover nenhuma palavra: \""Ele nunca aprenderá\"""
26555ins,"Identifique o tempo desta frase: \""Estamos indo ao cinema\""."
26558ins,"Categorize esta frase: \""Gatos perseguem ratos\"""
26560ins,"Reescreva esta frase sem alterar o significado: \""É preciso muito trabalho duro para ter sucesso\"""
26565ins,"Encontre uma estrutura paralela na seguinte frase: \""Ela preparou o jantar, limpou a louça e fez a lavagem de roupas.\"""
26582ins,"Crie uma frase que comece com \""O sol estava brilhando\""."
26599ins,"Reescreva a seguinte frase no passado.\n\n\""Ele terminou o relatório rapidamente.\"""
26628ins,"Parafraseie esta frase: \""O programa passou por várias alterações.\"""
26634ins,"Crie um pôster para o filme \""A Cabana na Floresta\"""
26939ins,"Componha um verso para a canção infantil \""Mary Had a Little Lamb\""."
26943ins,"Encontre duas evidências que apoiem a afirmação \""O uso da tecnologia melhorou a velocidade da comunicação\""."
26975ins,"Recite um trava-língua sobre a letra \""p\""."
27153ins,"O que significa ser um \""nativo digital\""?"
27867ins,"O que significa a expressão \""ignorar ou fingir não ver\""?"
27924ins,"Componha um poema com pelo menos 10 versos sobre o tema \""amor\""."
27938ins,"Crie uma história começando com a frase \""Já era tarde quando eles saíram de casa\""."
27939ins,"Detecte o tom da frase \""Eles ficaram muito felizes em participar da festa\""."
27941ins,"Identifique a figura de linguagem na seguinte frase: \""Ele é o líder dominante da selva\""."
27960ins,"Crie um poema com o tema \""esperança\""."
28002ins,"Converta a string \""Estou aprendendo PNL\"" para maiúsculas e minúsculas."
28031ins,"Identifique as classes gramaticais da palavra \""árvores\"""
28033ins,"Formule uma frase original usando as seguintes palavras: \""gatekeeper\"", \""distribution\"""
28035ins,"Parafraseie esta frase: \""A casa estava extremamente limpa.\"""
28041ins,"Reescreva a frase \""Eles estão jogando futebol no jardim\"""
28046ins,"Identifique a figura de linguagem usada na frase \""Mesmo em situações difíceis, há sempre algo positivo a ser encontrado.\"""
28053ins,"Analise se esta afirmação é verdadeira ou falsa: \""A Terra é o único planeta conhecido que tem vida\""."
28106ins,"Defina o termo \""alfabetização de dados\"" e explique por que ele é importante."
28125ins,Explique a seguinte metáfora: “A vida é como uma corrida de longa distância”.
28129ins,"Explique o significado da seguinte expressão idiomática: \""Assumir mais responsabilidades do que você consegue lidar\""."
28178ins,"Edite a frase: \""O dia agradável que passamos no lago.\"""
28183ins,"Traduza a palavra \""pessoa\"" do inglês para o espanhol."
28194ins,"Qual palavra é o antônimo da palavra \""péssimo\""?"
28199ins,"Transforme esta receita de \""arroz frito com vegetais\"" em uma versão vegana."
28273ins,"Traduzir a frase \\\""Onde você vai?\\\"" para o espanhol."
28274ins,"Cite dois personagens principais do romance \\\""O apanhador no campo de centeio\\\""."
28298ins,"Escolha o sinônimo de \\\""incrível\\\""."
29220ins,"Reformule a seguinte frase usando um tom formal.\n\n\""Será uma experiência prazerosa.\"""
29222ins,"Reescreva a seguinte frase para usar o ponto de vista da terceira pessoa.\n\n\""Ele não entende esse conceito.\"""
29225ins,"Reconte a história tradicional de \""Chapeuzinho Vermelho\"" em um pequeno parágrafo."
29228ins,Reescreva a frase “Ele é um brilhante cirurgião” para que soe mais impressionante.
29229ins,"Agrupe as palavras \""lápis\"", \""borracha\"", \""régua\"", \""compasso\"" e \""calculadora\"" em duas categorias."
29234ins,"Reescreva a frase \""Eu sonho em fazer bungee jumping\"" para torná-la mais emocionante."
29235ins,"Gere uma compreensão mais profunda da expressão \""ser o provedor da família, garantindo o sustento\""."
29236ins,"Reescreva a frase \""Houve uma chuva suave\"" para que ela fique mais lírica."
29237ins,"Categorize as palavras \""baleia\"", \""golfinho\"", \""tubarão\"", \""marisco\"" e \""caranguejo\"" de acordo com sua classificação biológica."
29254ins,"Identifique os adjetivos cumulativos na frase \""um homem alto, de pele morena e bonito\""."
29266ins,"Traduzir a palavra \""girafa\"" para o francês."
29275ins,Traduza a seguinte frase para o espanhol:\n\nQuero tirar férias.
29290ins,"Reescreva a frase usando uma maneira diferente de dizer \""precisa\""."
29299ins,Reescreva a seguinte frase na forma indicada:\n\nOriginal:\nUma roseira foi plantada pelo velho em seu jardim.\n\nReescreva para:\n\nO jardim foi adornado com uma roseira pelo velho.
29312ins,"Explique o conceito de \""imunidade de rebanho\""."
29599ins,"Parafraseie a seguinte frase: \""Isso terá um efeito muito grande\""."
29603ins,"Edite a frase a seguir para torná-la mais concisa: \""A comida que comemos na festa estava muito gostosa\""."
29604ins,"Classifique a seguinte frase como uma afirmação ou pergunta: \""O gato pulou na mesa\""."
29613ins,"Cite um substantivo que tenha o mesmo significado que \""mentiroso\""."
30220ins,Insira as duas palavras “autodirigido” na frase “open-ended ____ ____”
30221ins,Escreva uma frase de reação à seguinte afirmação: “Esta vai ser uma longa noite.”
30235ins,"Escolha cinco palavras relacionadas ao termo \\\""primavera\\\""."
30243ins,"Edite a frase: \\\""Eu queria poder voar\\\"""
30246ins,"Identifique o idioma do texto “Buonasera, il mio nome e Giuseppe”."
30247ins,"Gere uma frase do mundo real usando a palavra \\\""depict\\\"""
30259ins,"Traduzir \\\""A Terra é redonda\\\"" para o francês."
30657ins,"Sugira outra maneira de dizer \""constantemente\"""
30658ins,"Gere uma frase de exemplo ilustrando o uso da palavra \""audacioso\"""
30659ins,"Sugira uma frase que possa substituir as palavras \""todos os dias\"""
30688ins,"Qual é o equivalente chinês de \""Saudações\""?"
30695ins,"Escreva uma frase criativa começando com \""O céu noturno\"""
30763ins,"Crie uma frase em que o verbo seja \""ensinar\""."
31927ins,"Pense em uma maneira criativa de dizer \""não sei\""."
32270ins,"Explique o conceito de \""máximo local\""."
32288ins,"Explique a diferença entre os loops \""while\"" e \""for\"""
32297ins,"Edite esta frase: “Sem dor, sem dança.”"
32323ins,"Crie uma história começando com a frase: \""O dia em que o mundo mudou para sempre\"""
32411ins,"Forneça um exemplo de frase que utilize a expressão \""e de repente, para surpresa de todos\""."
32473ins,"Explique o seguinte provérbio \""Ser honesto é a melhor maneira de agir.\"""
32737ins,"Traduza a frase \""Je veux aller au marché\"" para o inglês."
32740ins,"Reescreva a frase \""Ela olhou pela janela\"" para torná-la mais concisa."
32752ins,"Gere um exemplo de metáfora usando as palavras \""tempo\"" e \""rio\""."
32755ins,"Crie uma comparação usando as palavras \""chuva\"" e \""sol\""."
32758ins,"Avalie esta afirmação: \""Organismos geneticamente modificados (GM) são positivos para o meio ambiente\""."
32769ins,"Dê-me uma frase que use a palavra \""elaborar\""."
32777ins,Escreva uma crítica do filme Nasce uma Estrela.
32816ins,"Substitua todas as vogais na palavra \""hello\"" por sublinhados."
32818ins,"Crie uma frase usando as palavras \""cafeína\"", \""caçador\"" e \""segunda-feira\""."
32847ins,Que tipo de linguagem figurativa está sendo usada na frase “O vento era muito forte e constante”
32856ins,"Explique os pontos críticos do filme \""Vingadores: Ultimato\""."
32858ins,"Reescreva a frase \""Ele foi bem-sucedido ao escalar a montanha\"" de forma positiva."
32860ins,"Dado o seguinte provérbio, forneça uma explicação: \""Os erros e as dificuldades podem nos ensinar e levar ao sucesso\""."
32861ins,"Reescreva a frase \""Tom estudou muito para a prova\"" na voz passiva."
32897ins,"Encontre um palíndromo que comece com a letra \""H\""."
32927ins,"Reescreva a frase \""o mundo novo é admirável\"""
33150ins,"Converta a string \""Meu nome é Jane\"" em uma lista de palavras."
33171ins,"Preencha a lacuna da seguinte frase:\n\n\""O aquecimento global é provavelmente terá consequências sérias em nosso meio ambiente.\"""
33174ins,"Reescreva a seguinte frase de uma forma mais formal:\n\n\""Estou sentindo-me entediado com isso.\"""
33217ins,"Determine a forma comparativa da palavra \""feliz\"""
33388ins,"Diga-me o significado da frase \""to the hilt\""."
33433ins,"Crie uma analogia para descrever a frase \""pegue um tempo\""."
33438ins,"Analise a seguinte citação: \""A educação é um instrumento muito eficaz que pode ser usado para causar transformações no mundo.\"""
33837ins,"Traduzir a palavra \""jealous\"" para o inglês."
34005ins,"Explique o termo \""latência de rede\"" em uma frase."
34503ins,"Encontre um título de livro que use esta frase: \""Um conto de duas cidades\""."
34504ins,"Exclua a quarta palavra desta frase: \""Nós nos divertimos muito no parque\""."
34505ins,"Gere uma nova frase que inclua a seguinte estrutura: \""Ele/ela deve ____\""."
34507ins,"Crie uma frase que comece com \""Costuma-se dizer que...\"""
34511ins,"Sugira um tópico e uma pergunta relevante para o assunto \""Tecnologia e Sociedade\""."
34512ins,"Crie uma nova frase com as palavras na seguinte ordem: \""feel, must, he, something\""."
34524ins,"Parafraseie esta frase: \""Fazer a coisa certa é difícil\"""
34525ins,"Esclareça as implicações legais desta declaração: \""A empresa deve respeitar os direitos dos funcionários\"""
34526ins,"Sintetize um poema baseado neste prompt: \""O sol está se pondo\"""
34528ins,"Crie uma lógica para um chatbot responder à pergunta \""Qual é a melhor receita de bolo?\"""
34537ins,Sugira três adjetivos para descrever o personagem Warren de O Grande Gatsby.
34541ins,Formule uma consulta para encontrar artigos relacionados ao tópico “marketing de mídia social”.
34564ins,"Classifique o ato de fala de \""Estou apenas verificando se você ainda está vivo\"""
34587ins,"Crie um programa em Python que irá imprimir \""Hello World\""."
34606ins,"Descreva o que significa o termo \""alfabetização digital\""."
34880ins,"Identifique dois sinônimos da palavra \""resiliente\""."
34894ins,"Classifique esta frase como positiva, negativa ou neutra: \""Esse teste foi fácil.\"""
34915ins,"Resuma o artigo \""As vantagens do atendimento domiciliar para idosos\""."
34920ins,"Dê um exemplo de uma situação que poderia ser descrita como \""reconciliação\""."
34924ins,"Crie uma expressão idiomática em inglês que capture a ideia de \""mover-se para a frente a uma velocidade rápida\""."
34956ins,Verifique se a seguinte afirmação é verdadeira ou falsa: \nOs exames são a melhor maneira de medir o conhecimento de uma pessoa
34961ins,"Identifique o conflito principal no filme \""Titanic\""."
35045ins,"Defina o termo \""relativismo cultural\""."
35054ins,"Gere uma analogia criativa e original entre os conceitos de \""Vida\"" e \""Uma Casa Mal-Assombrada\""."
35167ins,"Traduzir \""pronto para lutar\"" para o espanhol."
35206ins,"Edite a frase a seguir para torná-la gramaticalmente correta: \""Ele nos deu conselhos úteis.\"""
35208ins,"Identifique o tom na seguinte frase: \""Suas notas estão abaixo do esperado.\"""
35211ins,"Reorganize a seguinte frase em inglês para espanhol: \""Precisamos praticar mais.\"""
35221ins,"Pense no equivalente em espanhol mais próximo para \""Como vai você?\"""
35493ins,"Identifique o tipo de pronome na frase \""Ele teve que terminar o trabalho\""."
35495ins,"Reescreva a seguinte frase de forma mais curta e simples: \""A menina que está parada no canto é minha irmã.\"""
35496ins,A frase a seguir é uma declaração declarativa ou uma declaração interrogativa? O carro precisa ser reabastecido.
35507ins,Qual é a forma adjetiva de 'atenção'? Produza o adjetivo.
35544ins,"Categorize a seguinte frase em sentimento positivo, neutro ou negativo:\n\n\""Eu gosto de brincar com meu cachorro de estimação.\"""
35546ins,"Classifique a seguinte frase como gramática correta ou incorreta:\n\n\""Ela gosta de sorvete, é saboroso.\"""
35576ins,"A seguinte frase é verdadeira ou falsa?\n\n\""Júpiter tem a temperatura mais alta de todos os planetas do nosso sistema solar.\"""
35577ins,"Traduza esta frase para o espanhol:\n\n\""Está chovendo lá fora.\"""
35580ins,"Reescreva a seguinte frase no passado:\n\n\""Estou aprendendo espanhol.\"""
35582ins,"Classifique esta frase:\n\n\""Os gatos perseguiram o rato.\"""
35584ins,"Avalie a seguinte afirmação:\n\n\""O horário de verão deve ser abolido.\"""
35833ins,"Quem escreveu a história \\\""O Presente dos Magos\\\""?"
35843ins,"Encontre 3 exemplos de ditados em inglês relacionados à expressão \\\""Um ponto a tempo salva nove\\\"" "
35870ins,"Distinguir entre os termos \\\""filosofia política\\\"" e \\\""ideologia política\\\""."
35975ins,Traduza esta frase para o japonês: “Você é a pessoa mais importante para mim”
36270ins,"Mude \""Esta é uma tarefa fácil\"" para a voz passiva."
36275ins,"Forneça uma palavra semelhante à palavra \""surpreendente\""."
36276ins,"Descreva o que é uma \""bolha de mercado\""."
36278ins,"Procure a definição de \""algoritmo\"" em um dicionário e componha uma frase expressando seu significado."
36290ins,"Traduza a frase \""Yechh\"" para o hindi."
36298ins,"Parafraseie esta frase: \""Os professores sempre terminavam de corrigir as provas antes que os alunos saíssem da sala de aula.\"""
36333ins,"Resuma o artigo, “10 maneiras pelas quais a IA está mudando os negócios”."
36343ins,Crie uma história baseada no prompt: “O monstro emergiu da escuridão”.
36575ins,"Crie um adjetivo descritivo que rime com \""high\""."
36586ins,"Qual é a origem da frase \""a penny for your thoughts\""? Expire a explicação."
36591ins,"Qual é o significado da frase \""em equilíbrio\"", explique."
36594ins,"Considerando a passagem \""Embora as mudanças climáticas possam não ser reversíveis, há medidas que podemos tomar para limitar os efeitos futuros\"", dê um exemplo de uma etapa."
36597ins,"Classifique a frase dada \""O gato azul miou\""."
36598ins,"Reorganize as palavras \""pasta comestível com manteiga torrada\"" em ordem alfabética."
36635ins,"Classifique as seguintes informações de acordo com seu tipo: \""O cliente comprou uma camisa azul.\"""
36666ins,"Reescreva a frase a seguir de uma forma que mude o tempo verbal: \""Estou bebendo chá\""."
36671ins,"Edite esta frase para torná-la mais concisa: \""Um computador armazena e recupera dados digitais.\"""
36677ins,"Dada a entrada, gere uma frase começando com as palavras \""Ela pensou consigo mesma\"""
36716ins,"Identifique o tom desta frase: Com a adição desta nova tecnologia, nossa empresa alcançará novos patamares."
36860ins,"Identifique o tipo de pronome usado em \""Suas bicicletas são novas\"":"
36861ins,"Identifique o tipo de adjetivo usado em \""That is a sunset that has pleasant qualities\"":"
36872ins,A frase “vacas que estão em um estado de contentamento” é um substantivo composto ou uma frase?
36876ins,"Selecione o homófono correto para \""sight\""."
36877ins,"Alterar todas as ocorrências de \""América/EUA\"" para \""Estados Unidos da América\"""
36883ins,"Identifique a classe gramatical da palavra sublinhada na seguinte frase:\n\nNo dia anterior, ele cantou uma música muito bonita."
36892ins,"Encontre a frequência observada da letra \""s\"" na frase\n\nO gato subiu as escadas correndo"
36901ins,"Traduzir \""Qual é o seu nome?\"" para o francês."
37203ins,"Interprete a frase \""Viva o presente, não se prenda ao passado\""."
37224ins,"Escreva um script que possa reconhecer e responder à seguinte frase: \""O que você pode fazer por mim?\"""
37244ins,"Digite uma sinopse de filme para o título \""The Shawshank Redemption\"""
37246ins,"Resumir o filme \""Toy Story\"""
37301ins,"Crie um programa simples do tipo \""Olá Mundo\""."
37511ins,"Converta a string \\\""Hello World\\\"" para letras minúsculas."
37516ins,"Diga-me se a frase \\\""Eu estava fazendo meu cachorro latir\\\"" faz sentido."
37535ins,"Reescreva a seguinte frase para torná-la mais forte: \\n\\\""Estou confiante de que posso concluir este projeto.\\\"""
37544ins,"Quem escreveu o poema \\\""Kubla Khan\\\""?"
37552ins,"Edite a seguinte frase: \\\""A mulher adorou o filme.\\\"""
37651ins,"Atribua uma pontuação de confiança à seguinte afirmação:\n\n\""Vai chover amanhã\"""
37652ins,"Explique as jornadas dos personagens principais no livro \""O Grande Gatsby\""."
37671ins,"Escreva uma instrução Python que imprima a frase \""Hello World\""."
37732ins,"Analise a seguinte frase: \""O vento frio do inverno fez as folhas fazerem um barulho leve\""."
37733ins,"Identifique que tipo de frase é esta: \""Tenha esperança, pois há uma solução para seus problemas\""."
37736ins,Classifique a seguinte afirmação: Chocolate é o melhor sabor de sorvete.
37738ins,"Reescreva a seguinte frase para ser mais concisa:\n\n\""O artigo que eu estava lendo era extremamente interessante e achei muito útil para me ensinar coisas novas.\"""
37765ins,Encontre provas para a seguinte afirmação: Todos os humanos nascem com um senso inato de moralidade.
37788ins,"Gere a definição de \""um forte desejo de sucesso ou realização\""."
37789ins,"Encontre a causa raiz do erro \""TypeError: não é possível concatenar os objetos 'str' e 'int'\""."
37798ins,"Edite esta frase para torná-la mais concisa: \""A equipe estava se sentindo bastante animada e entusiasmada com seu próximo projeto\"""
37800ins,"Resuma os principais temas do poema \""A Estrada Menos Percorrida\"", de Robert Frost."
37820ins,"Faça um resumo da peça \""Hamlet\"""
37824ins,"Por favor, resuma a moral do conto popular \""A Lebre e a Tartaruga\"""
37825ins,"Por favor, explique o termo \""rede\"" usando um exemplo do mundo real."
37828ins,"Por favor, explique o termo \""mudança de paradigma\""."
37855ins,"Crie uma rima de três versos usando a palavra \""fogo\""."
37872ins,"Explique o significado da expressão \""ignorar ou não se importar com algo\""."
37901ins,"Dê um exemplo de sinônimo para a palavra \""tesouro\""."
37902ins,"Crie um logotipo para um produto chamado \""Orbs\""."
37904ins,"Explique o termo \""cadeia de suprimentos\""?"
37940ins,"Explique o que significam os termos \""economias de escala\""."
37945ins,"Crie uma sigla para a frase \""influência nas mídias sociais\""."
