ID,PT
26415ins,Crie um poema sobre amantes infelizes
26416ins,Justifique por que todos devem ter acesso à água limpa.
26417ins,Escreva uma história sobre uma princesa viajando através do mar para encontrar o amor verdadeiro
26455ins,"Edite esta frase: \""O bom filme foi fantástico\"""
26472ins,Descreva o personagem principal do romance 'Alice no País das Maravilhas'
26475ins,Pronuncie a seguinte palavra: 'consciencioso'
26479ins,"Dada a frase \""Estou com fome\"", altere-a para torná-la mais descritiva."
26541ins,"Identifique a provável fonte da seguinte citação: “A vida é uma jornada, não um destino”"
26545ins,"Forneça uma resposta apropriada para esta reclamação do cliente:\n\""Nunca recebi meu pedido\"""
26546ins,"Mude a seguinte frase para a voz ativa:\n\""A barraca foi montada pelos alunos."
26547ins,"Corrija os erros de ortografia nestas frases:\n\""Ele foi até a loja para comprar algo\""\n\""Ela adora comer bolo de chocolate\"""
26549ins,"Gere uma frase significativa usando as palavras: \""aroma\"", \""margarida\"""
26550ins,"Adicione uma vírgula à seguinte frase:\n\""O homem foi à loja comprar comida para sua família"
26553ins,"Altere esta frase sem remover nenhuma palavra: \""Ele nunca aprenderá\"""
26555ins,"Identifique o tempo desta frase: \""Estamos indo ao cinema\""."
26558ins,"Categorize esta frase: \""Gatos perseguem ratos\"""
26560ins,"Reescreva esta frase sem alterar o significado: \""É preciso muito trabalho duro para ter sucesso\"""
26565ins,"Encontre uma estrutura paralela na seguinte frase: \""Ela preparou o jantar, limpou a louça e lavou a roupa.\"""
26582ins,"Crie uma frase que comece com \""O sol estava brilhando\""."
26599ins,"Reescreva a seguinte frase no passado.\n\n\""Ele termina o relatório rapidamente.\"""
26628ins,"Parafraseie esta frase: \""O programa foi modificado muitas vezes.\"""
26634ins,"Crie um pôster para o filme \""A Cabana na Floresta\"""
26727ins,"Explique o que significa a expressão \""cut to the chase\""."
26729ins,"Explique o que significa a expressão \""get your feet wet\""."
26738ins,"Classifique a seguinte frase como falsa ou verdadeira.\n\""O Himalaia é a cadeia de montanhas mais alta do mundo.\"""
26939ins,"Componha um verso para a canção infantil \""Mary Had a Little Lamb\""."
26943ins,"Encontre duas evidências que apoiem a afirmação \""O uso da tecnologia melhorou a velocidade da comunicação\""."
26975ins,"Recite um trava-língua sobre a letra \""p\""."
27153ins,"O que significa ser um \""nativo digital\""?"
27212ins,"Edite a seguinte frase: \""Eu corro todas as manhãs\""."
27216ins,"Edite a seguinte frase: \""Ela não gosta deste filme\""."
27221ins,"Explique o que significa \""resolução criativa de problemas\""."
27249ins,"Reformule a seguinte frase de outra forma: \""Essa pessoa usava uma máscara facial.\"""
27250ins,"Traduza a seguinte frase para o alemão: \""É um dia lindo.\"""
27252ins,"Edite a frase para torná-la mais concisa: \""Essa coisa nova que aconteceu está deixando muitas pessoas preocupadas.\"""
27253ins,"Parafraseie a seguinte frase com suas próprias palavras: \""Estou animado com o próximo evento.\"""
27297ins,Escreva um parágrafo resumindo o personagem Ralph no romance O Senhor das Moscas
27376ins,"Analise o filme \""Avatar\"" em uma frase."
27463ins,"Crie uma crítica do filme \""O Discurso do Rei\""."
27502ins,"Dada esta pintura, descreva a emoção que ela transmite."
27503ins,Qual é a altura do Monte Everest?
27504ins,Formule uma declaração que expresse uma relação de causa e efeito.
27505ins,Cite três vegetais que apresentam uma tonalidade avermelhada quando crus.
27506ins,"Construa uma frase simples usando as seguintes palavras: rapidamente, alguns"
27507ins,Adicione mais palavras descritivas para tornar esta frase mais interessante.
27508ins,"Dado o nome de uma pessoa, crie uma história fictícia com essa pessoa como protagonista."
27509ins,Escolha dois pintores famosos e explique o que torna suas obras diferentes umas das outras.
27510ins,"Dado o nome de um político, forneça uma descrição detalhada dos objetivos políticos do político."
27511ins,Crie um título apropriado para expressar ironia relacionada a um determinado tópico.
27512ins,Crie uma metáfora para descrever algo que é difícil de entender.
27513ins,Encontre dois artigos de notícias relacionados ao tópico fornecido.
27514ins,Dê três dicas para reduzir a ansiedade.
27515ins,Identifique a raiz da palavra fornecida.
27516ins,Participe de uma discussão sobre o tópico fornecido.
27517ins,Gere um programa que imprima a lista de números fornecida na ordem inversa.
27518ins,Explique por que o noroeste do Pacífico é propenso a terremotos?
27519ins,Analise este texto quanto ao seu significado e gere uma lista de palavras-chave
27600ins,"Dada a string \""olá, como vai você?\"", remova a pontuação"
27628ins,"Gerar uma lista de palavras-chave para o tópico \""Engenharia Aeronáutica\"""
27633ins,"Gere um apelido exclusivo para o nome \""John\""."
27656ins,"Mude a seguinte frase para o passado: \""Jim estuda física na faculdade\""."
27867ins,"O que significa a expressão \""fazer vista grossa\""?"
27924ins,"Componha um poema com pelo menos 10 versos sobre o tema \""amor\""."
27938ins,"Crie uma história começando com a frase \""Já era tarde quando eles saíram de casa\""."
27939ins,"Detecte o tom da frase \""Eles ficaram muito felizes em participar da festa\""."
27941ins,"Identifique a figura de linguagem na seguinte frase: \""Ele é o rei da selva\""."
27960ins,"Crie um poema com o tema \""esperança\""."
27965ins,"Escreva um resumo de 200 palavras do poema \""The Road Not Taken\"""
28002ins,"Converta a string \""Estou aprendendo PNL\"" para maiúsculas e minúsculas."
28031ins,"Identifique as classes gramaticais da palavra \""árvores\"""
28033ins,"Formule uma frase original usando as seguintes palavras: \""gatekeeper\"", \""distribution\"""
28035ins,"Parafraseie esta frase: \""A casa estava incrivelmente limpa.\"""
28041ins,"Reescreva a frase \""Eles estão jogando futebol no jardim\"""
28046ins,"Identifique a figura de linguagem usada na frase \""Toda nuvem tem um forro prateado\""."
28053ins,"Analise se esta afirmação é verdadeira ou falsa: \""A Terra é o único planeta conhecido que tem vida\""."
28106ins,"Defina o termo \""alfabetização de dados\"" e explique por que ele é importante."
28125ins,Explique a seguinte metáfora: “A vida é uma maratona”.
28129ins,"Explique o significado da seguinte expressão idiomática: \""Morder mais do que você pode mastigar\""."
28178ins,"Edite a frase: \""O lindo dia passado no lago.\"""
28183ins,"Traduza a palavra \""pessoa\"" do inglês para o espanhol."
28194ins,"Qual palavra é o antônimo da palavra \""péssimo\""?"
28199ins,"Transforme esta receita de \""arroz frito com vegetais\"" em uma versão vegana."
28273ins,"Traduzir a frase \""Onde você vai?\"" para o espanhol."
28274ins,"Cite dois personagens principais do romance \""O apanhador no campo de centeio\""."
28298ins,"Escolha o sinônimo de \""incrível\""."
29220ins,"Reformule a seguinte frase usando um tom formal.\n\""Vai ser muito divertido!\"""
29222ins,"Reescreva a seguinte frase para usar o ponto de vista da terceira pessoa.\n\""Eu não entendo esse conceito.\"""
29225ins,"Reconte a história clássica de \""Chapeuzinho Vermelho\"" em um pequeno parágrafo"
29228ins,Reescreva a frase “Ele é um excelente cirurgião” para que soe mais impressionante.
29229ins,"Agrupe as palavras \""lápis\"", \""borracha\"", \""régua\"", \""compasso\"" e \""calculadora\"" em duas categorias."
29234ins,"Reescreva a frase \""Eu sempre quis tentar bungee jumping\"" para torná-la mais emocionante."
29235ins,"Gere uma compreensão mais profunda da expressão \""trazendo o bacon para casa\""."
29236ins,"Reescreva a frase \""Houve uma chuva leve\"" para que ela fique mais lírica."
29237ins,"Categorize as palavras \""baleia\"", \""golfinho\"", \""tubarão\"", \""marisco\"" e \""caranguejo\"" de acordo com sua classificação biológica."
29254ins,"Identifique os adjetivos cumulativos na frase \""um homem alto, moreno e bonito\""."
29266ins,"Traduzir a palavra \""girafa\"" para o francês."
29275ins,Traduza a seguinte frase para o espanhol:\n\nQuero tirar férias.
29290ins,"Reescreva a frase usando uma maneira diferente de dizer \""must\""."
29299ins,Reescreva a seguinte frase na forma indicada:\n\nOriginal:\nO velho plantou uma roseira em seu jardim.\n\nReescreva para:\n\nO jardim foi adornado com uma roseira pelo velho.
29312ins,"Explique o conceito de \""imunidade de rebanho\""."
29599ins,"Parafraseie a seguinte frase: \""Isso terá um impacto imenso\""."
29603ins,"Edite a frase a seguir para torná-la mais concisa: \""A comida que comemos na festa estava absolutamente deliciosa.\"""
29604ins,"Classifique a seguinte frase como uma afirmação ou pergunta: \""O gato pulou na mesa\""."
29613ins,"Cite um substantivo que tenha o mesmo significado que \""mentiroso\""."
29630ins,"Edite esta frase para maior clareza: \""Eles estão entusiasmados para fazer o projeto\"""
29676ins,"Crie uma redação de três parágrafos sobre o tema \""Os benefícios de acordar cedo\""."
29759ins,"Analise o filme \""De Volta para o Futuro\"" e identifique os elementos da história que fazem dele um filme de sucesso."
30220ins,Insira as duas palavras “autodirigido” na frase “open-ended ____ ____”
30221ins,Escreva uma frase de reação à seguinte afirmação: “Esta vai ser uma longa noite.”
30235ins,"Escolha cinco palavras relacionadas ao termo \""primavera\""."
30243ins,"Edite a frase: \""Eu queria poder voar\"""
30246ins,"Identifique o idioma do texto “Buonasera, il mio nome e Giuseppe”."
30247ins,"Gere uma frase do mundo real usando a palavra \""depict\""."
30259ins,"Traduzir \""A Terra é redonda\"" para o francês."
30297ins,"Responda à seguinte pergunta de múltipla escolha.\n\nP. Quem escreveu o livro \""To Kill a Mockingbird\""?\nA. Mark Twain\nB. Harper Lee\nC. Charles Dickens\nD. Ernest Hemingway"
30657ins,"Sugira outra maneira de dizer \""em todos os momentos\"""
30658ins,"Gere uma frase de exemplo ilustrando o uso da palavra \""audacioso\"""
30659ins,"Sugira uma frase que possa substituir as palavras \""diariamente\"""
30688ins,"Qual é o equivalente chinês de \""Olá\"" ou \""Bom dia\""?"
30695ins,"Escreva uma frase criativa começando com \""O céu noturno\"""
30763ins,"Crie uma frase em que o verbo seja \""ensinar\""."
30968ins,Reescreva esta frase usando a voz ativa: As instruções foram dadas por mim.
30970ins,Reescreva esta frase na voz passiva: As flores foram pintadas pelo artista.
31096ins,Reescreva a frase a seguir para usar a voz passiva.
31752ins,"Edite a seguinte frase: \""Ele comeu todos os pedaços de bolo na festa\"""
31886ins,"Reescreva a frase a seguir para que ela não comece com \""eu\""."
31888ins,"Na frase a seguir, substitua a palavra \""ponte\"" por um sinônimo."
31927ins,"Pense em uma maneira criativa de dizer \""não sei\""."
31945ins,"Classifique o poema \""The Road Not Taken\"" de Robert Frost como um poema romântico ou modernista."
32253ins,"Resuma o livro \""Orgulho e Preconceito\"" em uma frase."
32270ins,"Explique o conceito de \""máximo local\""."
32288ins,"Explique a diferença entre os loops \""while\"" e \""for\"""
32297ins,"Edite esta frase: “Sem dor, sem dança.”"
32323ins,"Crie uma história começando com a frase: \""O dia em que o mundo mudou para sempre\"""
32339ins,Descreva os personagens do romance O Sol é para Todos.
32389ins,"Descreva o livro \""O Sol é para Todos\"" em uma frase."
32411ins,"Forneça um exemplo de frase para o uso da expressão \""lo and behold\""."
32449ins,"Encontre a décima letra do seguinte texto: \""A rápida raposa marrom saltou sobre o cão preguiçoso\""."
32473ins,"Explique o seguinte provérbio \""Honestidade é a melhor política\"""
32737ins,"Traduza a frase \""Je veux aller au marché\"" para o inglês."
32740ins,"Reescreva a frase \""Ela olhou pela janela\"" para torná-la mais concisa."
32752ins,"Gere um exemplo de metáfora usando as palavras \""tempo\"" e \""rio\""."
32755ins,"Crie uma comparação usando as palavras \""chuva\"" e \""sol\""."
32758ins,"Avalie esta afirmação: \""Organismos geneticamente modificados (GM) são positivos para o meio ambiente\""."
32769ins,"Dê-me uma frase que use a palavra \""elaborar\""."
32777ins,Escreva uma crítica do filme Nasce uma Estrela.
32816ins,"Substitua todas as vogais na palavra \""hello\"" por sublinhados."
32818ins,"Crie uma frase usando as palavras \""cafeína\"", \""caçador\"" e \""segunda-feira\""."
32847ins,Que tipo de linguagem figurativa está sendo usada na frase “O vento era um mestre implacável”
32856ins,"Explique os pontos críticos do filme \""Vingadores: Ultimato\""."
32858ins,"Reescreva a frase \""Ele conseguiu escalar a montanha\"" de forma positiva."
32860ins,"Dado o seguinte provérbio, forneça uma explicação: \""O fracasso é a mãe do sucesso\""."
32861ins,"Reescreva a frase \""Tom estudou muito para a prova\"" na voz passiva."
32866ins,Descreva a ação do verbo “straddle”
32882ins,"Determine quantas sílabas a palavra \""lightening\"" tem."
32885ins,"Escreva um tweet que destaque os pontos principais do artigo \""IA e aprendizado de máquina no local de trabalho\""."
32897ins,"Encontre um palíndromo que comece com a letra \""H\""."
32927ins,"Reescreva a frase \""admirável mundo novo\"""
33150ins,"Converta a string \""Meu nome é Jane\"" em uma lista de palavras."
33171ins,"Preencha a lacuna da seguinte frase: \n\n\""O aquecimento global é ___ ter consequências sérias em nosso meio ambiente.\"""
33174ins,"Reescreva a seguinte frase de uma forma mais formal:\n\n\""Estou ficando entediado com isso.\"""
33217ins,"Determine a forma comparativa da palavra \""feliz\"""
33388ins,"Diga-me o significado da frase \""to the hilt\""."
33413ins,"Reescreva a frase sem usar a expressão \""in order to\""."
33430ins,"Escolha a categoria gramatical correta para a palavra \""bom\""."
33433ins,"Crie uma analogia para descrever a frase \""pegue um tempo\""."
33438ins,"Analise a seguinte citação: \""A educação é a arma mais poderosa que você pode usar para mudar o mundo.\"""
33553ins,"Reescreva esta frase para torná-la mais interessante: \""Eu realmente gosto de explorar novos lugares.\"""
33555ins,"Pegue esta frase e reformule-a para que tenha uma conotação mais positiva: \""Não estou impressionado com os resultados\""."
33798ins,"Traduza a frase \""Eu te amo\"" para o francês."
33837ins,"Traduzir a palavra \""jaloux\"" para o inglês."
33959ins,"Edite a frase a seguir conforme necessário: \""A grande pirâmide é uma das maiores maravilhas do mundo.\"""
34005ins,"Explique o termo \""latência de rede\"" em uma frase."
34192ins,"Classifique esta frase: \""Meu cachorro adora correr atrás da bola.\"""
34206ins,"Traduza a seguinte frase para o francês: \""Olá, como vai?\"""
34503ins,"Encontre um título de livro que use esta frase: \""Um conto de duas cidades\""."
34504ins,"Exclua a quarta palavra desta frase: \""Nós nos divertimos muito no parque\""."
34505ins,"Gere uma nova frase que inclua a seguinte estrutura: \""Ele/ela deve ____\""."
34507ins,"Crie uma frase que comece com \""Costuma-se dizer que...\""."
34511ins,"Sugira um tópico e uma pergunta relevante para o assunto \""Tecnologia e Sociedade\""."
34512ins,"Crie uma nova frase com as palavras na seguinte ordem: \""feel, must, he, something\"""
34524ins,"Parafraseie esta frase: \""Fazer a coisa certa é difícil\"""
34525ins,"Esclareça as implicações legais desta declaração: \""A empresa deve respeitar os direitos dos funcionários\""."
34526ins,"Sintetize um poema baseado neste prompt: \""O sol está se pondo\"""
34528ins,"Crie uma lógica para um chatbot responder à pergunta \""Qual é a melhor receita de bolo?\"""
34537ins,Sugira três adjetivos para descrever o personagem Warren de O Grande Gatsby.
34541ins,Formule uma consulta para encontrar artigos relacionados ao tópico “marketing de mídia social”.
34564ins,"Classifique o ato de fala de \""Estou apenas verificando se você ainda está vivo\"""
34587ins,"Crie um programa em Python que irá imprimir \""Hello World\"""
34606ins,"Descreva o que significa o termo \""alfabetização digital\""."
34767ins,"Classifique a afirmação como \""verdadeira\"" ou \""falsa\""."
34836ins,Reescreva a frase a seguir para que fique mais concisa
34856ins,"Categorize esta frase: \""Fui à loja comprar ovos\""."
34880ins,"Identifique dois sinônimos da palavra \""resiliente\""."
34894ins,"Classifique esta frase como positiva, negativa ou neutra: \""Esse teste foi moleza.\"""
34915ins,"Resuma o artigo \""As vantagens do atendimento domiciliar para idosos\""."
34920ins,"Dê um exemplo de uma situação que poderia ser descrita como \""reconciliação\""."
34924ins,"Crie uma expressão idiomática em inglês que capture a ideia de \""seguir em frente rapidamente\""."
34956ins,Verifique se a seguinte afirmação é verdadeira ou falsa: \nOs exames são a melhor maneira de medir o conhecimento de uma pessoa
34961ins,"Identifique o conflito principal no filme \""Titanic\""."
35045ins,"Defina o termo \""relativismo cultural\""."
35046ins,Encontre 3 tipos de humor usados no filme “Meninas Malvadas”
35054ins,"Gere uma analogia criativa e original entre os conceitos de \""Vida\"" e \""Uma Casa Mal-Assombrada\""."
35069ins,"Analise o poema \""I Hear America Singing\"" de Walt Whitman."
35167ins,"Traduzir \""pronto para lutar\"" para o espanhol."
35206ins,"Edite a frase a seguir para torná-la gramaticalmente correta: \""Ele nos aconselhou conselhos úteis.\"""
35208ins,"Identifique o tom na seguinte frase: \""Suas notas não estão de acordo com o padrão esperado\"""
35211ins,"Reorganize a seguinte frase em inglês para espanhol: \""Precisamos praticar mais.\"""
35221ins,"Pense no equivalente em espanhol mais próximo para \""Como vai você?\"""
35278ins,"Traduza a frase \""El agua es importante\"" para o inglês."
35300ins,"Descubra o significado da frase \""a gota d'água que fez transbordar o copo\"""
35323ins,"Identifique os personagens principais do romance \""O Hobbit\""."
35493ins,"Identifique o tipo de pronome na frase \""Ele teve que terminar o trabalho\""."
35495ins,"Reescreva a seguinte frase de forma mais curta e simples: \""A menina que está parada no canto é minha irmã.\"""
35496ins,A frase a seguir é uma declaração declarativa ou uma declaração interrogativa? O carro precisa ser reabastecido.
35507ins,Qual é a forma adjetiva de 'atenção'? Produza o adjetivo
35544ins,"Categorize a seguinte frase em sentimento positivo, neutro ou negativo:\n\n\""Eu gosto de brincar com meu cachorro de estimação.\"""
35546ins,"Classifique a seguinte frase como gramática correta ou incorreta:\n\n\""Ela gosta de sorvete, é saboroso.\"""
35576ins,"A seguinte frase é verdadeira ou falsa?\n\n\""Júpiter tem a temperatura mais alta de todos os planetas do nosso sistema solar.\"""
35577ins,"Traduza esta frase para o espanhol:\n\n\""Está chovendo lá fora.\"""
35580ins,"Reescreva a seguinte frase no passado:\n\n\""Estou aprendendo espanhol.\"""
35582ins,"Classifique esta frase:\n\n\""Os gatos perseguiram o rato.\"""
35584ins,"Avalie a seguinte afirmação:\n\n\""O horário de verão deve ser abolido.\"""
35589ins,"Descreva o protagonista do romance \""Catch-22\""."
35785ins,"traduza a frase \""Hola, ¿cómo estás?\"" para inglês"
35833ins,"Quem escreveu a história \""O Presente dos Magos\""?"
35843ins,"Encontre 3 exemplos de ditados em inglês relacionados à expressão \""Um ponto a tempo salva nove\""."
35870ins,"Distinguir entre os termos \""filosofia política\"" e \""ideologia política\""."
35941ins,Faça engenharia reversa na frase a seguir para que ela fique na voz passiva.
35975ins,Traduza esta frase para o japonês: “Você é a luz da minha vida”
35983ins,Reformule esta frase: O papel de parede da área de trabalho de um usuário fala muito sobre ele
36081ins,Transforme a frase em interrogativa.
36270ins,"Mude \""Esta é uma tarefa fácil\"" para a voz passiva."
36275ins,"Forneça uma palavra semelhante à palavra \""surpreendente\""."
36276ins,"Descreva o que é uma \""bolha de mercado\""."
36278ins,"Procure a definição de \""algoritmo\"" em um dicionário e componha uma frase expressando seu significado."
36290ins,"Traduza a frase \""Yechh\"" para o hindi."
36298ins,"Parafraseie esta frase: \""Os professores sempre terminavam de corrigir as provas antes que os alunos saíssem da sala de aula.\"""
36333ins,"Resuma o artigo, “10 maneiras pelas quais a IA está mudando os negócios”."
36343ins,Crie uma história baseada no prompt: “O monstro emergiu da escuridão”.
36530ins,Reescreva a frase dada para usar uma frase mais formal do que a usada no exemplo.
36575ins,"Crie um adjetivo descritivo que rime com \""high\""."
36586ins,"Qual é a origem da frase \""a penny for your thoughts\""? Expire a explicação."
36591ins,"Qual é o significado da frase \""em equilíbrio\"", explique."
36594ins,"Considerando a passagem \""Embora as mudanças climáticas possam não ser reversíveis, há medidas que podemos tomar para limitar os efeitos futuros\"", dê um exemplo de uma etapa."
36597ins,"Classifique a frase dada \""O gato azul miou\"""
36598ins,"Reorganize as palavras \""pasta comestível com manteiga torrada\"" em ordem alfabética."
36635ins,"Classifique as seguintes informações de acordo com seu tipo: \""O cliente comprou uma camisa azul.\"""
36666ins,"Reescreva a frase a seguir de uma forma que mude o tempo verbal: \""Estou bebendo chá\""."
36671ins,"Edite esta frase para torná-la mais concisa: \""Um computador armazena e recupera dados digitais.\"""
36677ins,"Dada a entrada, gere uma frase começando com as palavras \""Ela pensou consigo mesma\""."
36716ins,"Identifique o tom desta frase: Com a adição desta nova tecnologia, nossa empresa alcançará novos patamares."
36857ins,"Substitua a palavra \""explosão\"" por outra palavra na frase a seguir:"
36860ins,"Identifique o tipo de pronome usado em \""Suas bicicletas são novas\"":"
36861ins,"Identifique o tipo de adjetivo usado em \""That is a beautiful sunset\"":"
36863ins,Reescreva a frase para mostrar a definição da palavra ‘múltiplo’
36872ins,A frase “vacas felizes” é um substantivo composto ou uma frase?
36876ins,"Selecione o homófono correto para \""sight\""."
36877ins,"Alterar todas as ocorrências de \""América/EUA\"" para \""Estados Unidos da América\"""
36879ins,"Sugira um sinônimo para a palavra \""fechar\"" na frase."
36880ins,"Adicione uma vírgula antes da frase \""por exemplo\"" na frase."
36883ins,"Identifique a classe gramatical da palavra sublinhada na seguinte frase:\n\nOntem, ele cantou uma música muito bonita."
36892ins,"Encontre a frequência observada da letra \""s\"" na frase\n\nO gato subiu as escadas correndo"
36899ins,"Construa uma frase que use as palavras clutch, intricate e trifling."
36901ins,"Traduzir \""Qual é o seu nome?\"" para o francês."
36919ins,"Crie um cenário específico onde você usaria a palavra \""onipresente\""."
37118ins,"Resuma os pontos principais do livro \""Os Três Mosqueteiros\"" em 3 frases ou menos."
37203ins,"Interprete a frase \""Não conte os dias, faça os dias valerem a pena\""."
37224ins,"Escreva um script que possa reconhecer e responder à seguinte frase: \""O que você pode fazer por mim?\"""
37244ins,"Digite uma sinopse de filme para o título \""The Shawshank Redemption\"""
37246ins,"Resumir o filme \""Toy Story\"""
37301ins,"Crie um programa simples do tipo \""Olá Mundo\""."
37456ins,"Crie uma lista de 10 perguntas com base no artigo \""As 5 melhores cidades da Europa\""."
37479ins,"Resuma o poema \""Não entre gentilmente nessa boa noite\""."
37501ins,"Gere perguntas do tipo \""O que é/são [X]?\""."
37511ins,"Converta a string \""Hello World\"" para letras minúsculas."
37516ins,"Diga-me se a frase \""Eu estava latindo meu cachorro\"" faz sentido."
37535ins,"Reescreva a seguinte frase para torná-la mais forte: \n\""Acho que consigo concluir este projeto.\"""
37544ins,"Quem escreveu o poema \""Kubla Khan\""?"
37552ins,"Edite a seguinte frase: \""A mulher gostou muito do filme.\"""
37651ins,"Atribua uma pontuação de confiança à seguinte afirmação: \n\n\""Vai chover amanhã\"""
37652ins,"Explique as jornadas dos personagens principais no livro \""O Grande Gatsby\"""
37671ins,"Escreva uma instrução Python que imprima a frase \""Hello World\""."
37732ins,"Analise a seguinte frase: \""O vento frio do inverno farfalhou as folhas\""."
37733ins,"Identifique que tipo de frase é esta: \""Veja a luz no fim do túnel\""."
37736ins,Classifique a seguinte afirmação: Chocolate é o melhor sabor de sorvete.
37738ins,"Reescreva a seguinte frase para ser mais concisa:\n\n\""O artigo que eu estava lendo era extremamente interessante e achei muito útil para me ensinar coisas novas.\"""
37765ins,Encontre provas para a seguinte afirmação: Todos os humanos nascem com um senso inato de moralidade.
37788ins,"Gere a definição de \""ambição\""."
37789ins,"Encontre a causa raiz do erro \""TypeError: não é possível concatenar os objetos \'str\' e \'int\'\""."
37798ins,"Edite esta frase para torná-la mais concisa: \""A equipe estava se sentindo bastante animada e entusiasmada com seu próximo projeto\"""
37800ins,"Resuma os principais temas do poema \""The Road Not Taken\"", de Robert Frost."
37820ins,"Faça um resumo da peça \""Hamlet\""."
37824ins,"Por favor, resuma a moral do conto popular \""A Lebre e a Tartaruga\""."
37825ins,"Por favor, dê-me uma analogia do mundo real para o termo \""rede\""."
37828ins,"Por favor, explique o termo \""mudança de paradigma\""."
37855ins,"Crie uma rima de três versos usando a palavra \""fogo\""."
37872ins,"Explique o significado da expressão \""dar de ombros frios\""."
37901ins,"Dê um exemplo de sinônimo para a palavra \""tesouro\""."
37902ins,"Crie um logotipo para um produto chamado \""Orbs\""."
37904ins,"Explique o termo \""cadeia de suprimentos\""?"
37940ins,"Explique o que significam os termos \""economias de escala\""."
37945ins,"Crie uma sigla para a frase \""influência nas mídias sociais\""."
37959ins,"Por favor, analise a seguinte citação: \""A verdadeira riqueza de uma pessoa é o bem que ela faz no mundo\""."
37975ins,"Edite a seguinte frase: \""Quero visitar a Europa nas minhas férias\""."
37977ins,"Edite a seguinte frase: \""Os patos estavam barulhentos.\"""
38005ins,"Crie uma definição de \""aprendizado de máquina\""."
38007ins,"Escreva um poema acróstico contendo a palavra \""web\""."
38010ins,"Complete esta afirmação: \""A inteligência artificial é uma...\"""
38021ins,"Explique a origem do ditado \""é como pastorear gatos\""."
38022ins,"Escreva a forma comparativa de \""bom\""."
38066ins,"Reescreva estas palavras em uma frase: \""cansado, correu, rapidamente\"""
38069ins,"Escreva uma frase que use a metáfora: \""O céu era um cobertor\""."
38179ins,"Gere duas palavras diferentes que rimam para \""brisa\""."
38182ins,"Crie uma frase que use as palavras \""desolado\"" e \""nebuloso\""."
38183ins,"Escolha \""verdadeiro\"" ou \""falso\"""
38184ins,"Qual é a quarta letra da palavra \""irritante\""?"
38209ins,"Resuma os pontos principais do artigo \""O Futuro da Inteligência Artificial\""\nhttps://www.britannica-ai.com/future-of-ai/"
38224ins,"Categorize as naves em \""Star Trek\"" por tipo."
38225ins,"Reescreva a frase a seguir para torná-la mais concisa.\n\""O gato pulou na mesa e então começou a esfregar-se no abajur.\"""
38227ins,"Explique o conceito de \""conhecimento imperfeito\"""
38231ins,"Reescreva a frase a seguir para evitar o clichê \""nem preciso dizer\""."
38264ins,"Resuma a letra da música \""My Way\"" de Frank Sinatra."
38269ins,"Crie uma analogia para a frase: \""A nuvem é para o computador o que a estante é para os livros\""."
38276ins,"Cite uma palavra que rima com \""barco\"""
38280ins,"Categorize a seguinte frase como pertencente a qual parte do discurso: \""muito\"""
38281ins,"Crie um enigma usando as seguintes palavras: \""coelho\"", \""lebre\"", \""floresta\"""
38335ins,"Crie um trocadilho engraçado com a palavra \""peru\""."
38343ins,"Crie um trocadilho com a palavra \""flor\""."
38383ins,"Reformule esta frase: \""Os cães podem ser companheiros leais.\"""
38403ins,Classifique a afirmação abaixo como Verdadeiro ou Falso:\n\nA IA já foi usada para diagnosticar doenças como câncer.
38405ins,"Reescreva a seguinte frase para torná-la mais concisa:\n\nAprendendo com dados, a IA permite que máquinas e computadores entendam e processem informações como humanos."
39020ins,"Qual é o plural possessivo de \""cachorro\""?"
39022ins,"Traduza de volta a seguinte frase: \""O gato dormiu na cadeira\""."
39023ins,"Parafraseando a frase: \""O café estava muito quente\""."
39026ins,"Explique a seguinte frase: \""YOLO\""."
39028ins,"Traduza a seguinte frase para o francês: \""Eu sou um estudante.\"""
39030ins,"Reescreva a frase: \""Esta atividade é muito fácil\"""
39031ins,"Escreva um relatório de 500 palavras resumindo o artigo: \""O impacto do Brexit no Reino Unido\""."
39032ins,"Analise o artigo \""A Revolução das Mídias Sociais\""."
39056ins,Identifique pelo menos 3 personagens do livro A Revolução dos Bichos.
39061ins,"Resuma o artigo \""Um exame de sistemas de recomendação baseados em IA\"""
39064ins,"Você precisa responder se esta frase é verdadeira ou falsa.\n\n\""Árvores fornecem uma fonte natural de oxigênio.\"""
39073ins,"Reorganize esta frase para torná-la gramatical: menos tempo, pague mais"
39075ins,Classifique esta afirmação: Vou terminar este projeto amanhã
39076ins,Reescreva esta frase usando a grafia correta: Este queijo é realmente saboroso
39088ins,"Escreva uma frase usando apenas duas das seguintes palavras: doar, admirador, sino."
39114ins,"Classifique a seguinte frase como sentimento positivo ou negativo: \n\""O produto poderia ter sido melhor.\"""
39115ins,"Divida a palavra \""balanceado\"" em duas palavras usando prefixos e sufixos."
39147ins,Descreva as diferenças entre os termos “amizade mútua” e “respeito mútuo”.
39153ins,"Categorize a seguinte afirmação de acordo com seu tipo (moral, legal, universal, etc.): \""Todos devem tratar uns aos outros com respeito.\"""
39171ins,"Gere uma história sobre o tema \""Uma jornada estranha\"""
39203ins,"Resuma os pontos mais importantes do artigo \""Os benefícios de morar no exterior\""."
39204ins,Diga-me o significado da frase “a nata da nata”
39205ins,Diga-me um sinônimo para a palavra “estridente”
39222ins,Reformule esta frase com suas próprias palavras.\n\nEles querem usar o plano o mais rápido possível.
