ID,ORIGINAL,TOKENS_EST_ID,TOKENS_EST_ORIGINAL,TOTAL_TOKENS,FIGURATIVO,REESCRITO,RESULTADO
11500C1,v(t) = 4cos(4\pi × 10^6 t + 2 sen2\pi × 2000t),4.0,26.0,30.0,,,
11572C1,|H(ω_0)|cos(2ω_0t - φ),4.0,18.0,22.0,,,
11579C1,R/4Ω,4.0,5.0,9.0,,,
11611C1,IR^2/π,4.0,5.0,9.0,,,
11652C1,6e^-6 [e^-3jω / {(jω - 2)^2 + 36}],4.0,26.0,30.0,,,
11671C1,você = √[(2gz) / ρ],4.0,14.0,18.0,,,
11680C1,"Deslizamento de ruptura, s_b = 0,35, reatância de rotor bloqueado X_lr = 1,4 Ω, frequência do rotor no ponto de torque máximo f_r = 17 Hz, resistência adicionada do rotor R_x = 2,5 Ω, fator de potência do rotor = 0,92, corrente de partida I_r = 29 A",4.0,105.0,109.0,,,
11686C1,"1,40 × 10^7t + 2,23 cosseno (2π × 10^6t) m",4.0,25.0,29.0,,,
11700C1,q̇_2 = cq_1 + bq_2 + aq_3 - sen t,4.0,23.0,27.0,,,
11750C1,"v = 6,94 (pés^3 / lbm), ρ = 0,130 (lbm / pés^3)",4.0,29.0,33.0,,,
11778C1,4\pi k a^n+2,4.0,9.0,13.0,,,
11779C1,"0,075 \lambda^2",4.0,7.0,11.0,,,
11782C1,"A velocidade é (0, 2, -1), a aceleração é (-4, -4, 0), a magnitude da velocidade é √5, a magnitude da aceleração é √32",4.0,53.0,57.0,,,
11798C1,"Impedância característica: 140 - j50Ω, Constante de atenuação: 1,15 dB/Km, Constante de fase: 0,41 rad/seg",4.0,48.0,52.0,,,
11842C1,y [n-1] = y [n] + n^2; n \geq 1 onde y [0] = 0,4.0,29.0,33.0,,,
11845C1,C = πε₀a,4.0,9.0,13.0,,,
11846C1,46∠47 graus,4.0,6.0,10.0,,,
11886C1,"0,745∠-116,5651°",4.0,11.0,15.0,,,
11940C1,"ρ' = P_0/3, D = ε_0r̂P_0, E = r̂(3P_0 / ε_0) para r < R e E(r > R) = r̂(P_0 / ε_0)",4.0,63.0,67.0,,,
11955C1,(1/3)σ^2,4.0,8.0,12.0,,,
11966C1,ROM,4.0,1.0,5.0,,,
12005C1,4∠35° e 4∠215°,4.0,11.0,15.0,,,
12009C1,"2,5∠45°A na forma polar e 2,5 + j2,5A na forma retangular",4.0,27.0,31.0,,,
12010C1,"6,5 - j2,3 Ω",4.0,10.0,14.0,,,
12065C1,Q = (constante) (μ/r^4) (dp/dx),4.0,18.0,22.0,,,
12079C1,"2\pi k a^n+3, -1",5.0,12.0,17.0,,,
12081C1,"Resistência do circuito de armadura: 0,125 Ω, Resistência do circuito de campo: 250 Ω",5.0,33.0,38.0,,,
12084C1,"Tensão média gerada por caminho e tensão de armadura gerada: 110 V, Corrente de armadura fornecida a uma carga externa: 12 A, Resistência de armadura: 0,08 Ω, Tensão terminal do gerador: 110,4 V",5.0,75.0,80.0,,,
12106C1,"K = 1/π, E(X) = π, Variância de X = π",4.0,23.0,27.0,,,
12116C1,f(x)= (1/2) - (2 / \pi) \sum_n=0^∞ (- 1)^n [{sin(n)} / (2n + 1)],4.0,43.0,47.0,,,
12155C1,"E_1 = x̂_1 - \^{y}_2 + ẑ, E_2 = x̂0,6 - \^{y}2 + ẑ, D_1 =\epsilon_0(x̂1,5 - \^{y}3 + ẑ1), D_2 = \ épsilon_0(x̂1,5 - \^{y}5 + ẑ1,25)",4.0,102.0,106.0,,,
12168C1,q = hA\DeltaT,4.0,7.0,11.0,,,
12179C1,v_o(t) = Eu [δ(t) * e^(-t/τ)],4.0,23.0,27.0,,,
12184C1,π,4.0,1.0,5.0,,,
12226C1,"4,42 × 10^12 Ω",4.0,9.0,13.0,,,
12250C1,y(t) = (Ar)cos(2ω_mt±Δφ),4.0,20.0,24.0,,,
44C2,1Ω,3.0,3.0,6.0,,,
45C2,(L • H) ∨ Eu,3.0,9.0,12.0,,,
2575C2,PRÁTICA→ aplicar as habilidades aprendidas em situações controladas e não ameaçadoras,4.0,35.0,39.0,,,
2586C2,Nervo auditivo → cóclea → membrana timpânica → ossículos → canal auditivo,4.0,28.0,32.0,,,
2869C2,5′ GTT AGC 3′,4.0,8.0,12.0,,,
2892C2,(1/4) RR vermelho (3/4) RʹRʹ branco,4.0,22.0,26.0,,,
3048C2,5′-U-G-C-3′,4.0,11.0,15.0,,,
3332C2,O GATO TEM O SEU → O GATO TEM É,4.0,17.0,21.0,,,
3530C2,3Mg(s) + 2Cr(NO3)3(aq) → 3Mg2+(aq) + 2Cr(s) + NO3-(aq),4.0,37.0,41.0,,,
3542C2,"Nα/Nβ = 0,9950 na banda L; Nα/Nβ = 0,9809 na banda W",4.0,29.0,33.0,,,
3545C2,-525 kJ mol^{-1},4.0,9.0,13.0,,,
3547C2,25 μT,4.0,3.0,7.0,,,
3601C2,"0,06 mols de Cl ̄",4.0,10.0,14.0,,,
3635C2,H+ / Cl−,4.0,5.0,9.0,,,
3696C2,"q=11,21 kJ, ΔE=0, ΔH=18,68 kJ",4.0,21.0,25.0,,,
3700C2,∆T ∆t \geq h/c,4.0,12.0,16.0,,,
3723C2,C2H2(g) + 5N2O(g) → CO2(g) + H2O(g) + 5N2(g),4.0,35.0,39.0,,,
3742C2,3.82 g,4.0,4.0,8.0,,,
3804C2,Meça o ΔS e o ΔG para a reação e calcule o ΔH a partir da equação de entalpia.,4.0,35.0,39.0,,,
3817C2,"-600,2 kJ mol−1",4.0,9.0,13.0,,,
3956C2,"Grau de dissociação, α: 0,16; Valor de K_p: 0,12",4.0,25.0,29.0,,,
3976C2,"q = 21,39 kJ mol^-1, w = 23,33 kJ mol^-1, ΔE = -1,94 kJ mol^-1",4.0,37.0,41.0,,,
4081C2,"ΔH > 0, ΔS < 0 e ΔG > 0",4.0,15.0,19.0,,,
4155C2,"\lambda_+ = 0,825 m^2 / (Ω) (mol), \lambda_- = 0,0412 m^2 / (Ω) (mol)",4.0,38.0,42.0,,,
4234C2,"∆H_vap = 9,45 kcal, ∆H_fus = 1,5 kcal, ∆H_S = 10,95 kcal, P_1 = 2,08 mm Hg",4.0,45.0,49.0,,,
4293C2,"25,0 μg",4.0,4.0,8.0,,,
4337C2,HCN(aq) + H2O(l) → CN-(aq) + H3O+(aq),4.0,24.0,28.0,,,
4397C2,"Peso molecular: 18.500 (g / mol), ∆T_f = 10,3 × 10^-4 °C, ∆T_b = 2,79 × 10^-4°C",4.0,46.0,50.0,,,
4438C2,"[ɣ (205TI = 1,569 x 108 T-1 s-1, I = ½]",4.0,24.0,28.0,,,
4503C2,NH4+(aq) + NO3-(aq) → NH4NO3(aq),4.0,19.0,23.0,,,
4505C2,o valor de ΔG° é maior que zero,4.0,12.0,16.0,,,
4515C2,Mg(s) + 2 KNO3(aq) → 2 K(s) + Mg(NO3)2(aq),4.0,30.0,34.0,,,
4562C2,Z = [(Nc) / (2π)],4.0,11.0,15.0,,,
4583C2,Reação (a),4.0,7.0,11.0,,,
4607C2,nα = nαeq + 2nβeq e nβ = nβeq + 2nαeq,4.0,23.0,27.0,,,
5238C2,abc,4.0,1.0,5.0,,,
5796C2,Regulamentos federais,4.0,6.0,10.0,,,
6052C2,As ligações cruzadas entre o grupo β-amino da lisina e o grupo carboxila do aspartato tornam o(s) aminoácido(s) indisponíveis para digestão.,4.0,56.0,60.0,,,
6225C2,Ventrículo direito → tronco pulmonar → artérias → capilares → veias,4.0,27.0,31.0,,,
6333C2,Antibióticos.,4.0,6.0,10.0,,,
6360C2,Comece um teste com um medicamento bloqueador β,4.0,15.0,19.0,,,
6361C2,Comece um teste com um medicamento bloqueador β,4.0,15.0,19.0,,,
6796C2,Agonista α1-adrenérgico,4.0,11.0,15.0,,,
6797C2,Agonista α1-adrenérgico,4.0,11.0,15.0,,,
7739C2,"Se f′(c) = 0, então f tem um máximo ou mínimo local em (c, f (c)).",4.0,32.0,36.0,,,
7835C2,3π,4.0,2.0,6.0,,,
7905C2,"μx+y = 80, σx+y = 15",4.0,14.0,18.0,,,
7959C2,π\quadrado{3},4.0,8.0,12.0,,,
8109C2,P(A ∪ B) = 0 implica que os eventos A e B são mutuamente exclusivos.,4.0,28.0,32.0,,,
8136C2,18 − p = 4; 22,4.0,7.0,11.0,,,
8393C2,14π,4.0,2.0,6.0,,,
8397C2,"θ = 0,39",4.0,6.0,10.0,,,
8456C2,84 − 11 = temperatura ambiente; 23°C,4.0,13.0,17.0,,,
8551C2,"μ = 4,177, σ = 3,561",4.0,12.0,16.0,,,
8571C2,C = 20π,4.0,4.0,8.0,,,
8580C2,−8/(3π) cm/min,4.0,9.0,13.0,,,
8655C2,(x + 1)(x + 4)(x − 2),4.0,13.0,17.0,,,
8667C2,A probabilidade de um erro Tipo II é sempre igual ao nível de significância α.,4.0,29.0,33.0,,,
8672C2,"α = 0,01, n = 30",4.0,9.0,13.0,,,
8673C2,μ = 16.300; σ = 6.800,4.0,12.0,16.0,,,
8706C2,3π/2,4.0,4.0,8.0,,,
8711C2,"(-\infty,0] \copo (0,1)",4.0,15.0,19.0,,,
8884C2,A área sob a curva χ2 é 1.,4.0,14.0,18.0,,,
8926C2,-5 ≤ e ≤ 5,4.0,6.0,10.0,,,
8964C2,110.36 s,4.0,4.0,8.0,,,
9162C2,"10ȇ_t + 2,12ȇ_n pol./seg^2",4.0,19.0,23.0,,,
9163C2,"a) 800 mμ, b) 8000 mμ, c) 4500 °K",4.0,18.0,22.0,,,
9190C2,2vλ / c,4.0,5.0,9.0,,,
9248C2,"∆t' = 2,5 seg",4.0,10.0,14.0,,,
9288C2,140 N,4.0,2.0,6.0,,,
9415C2,"σ/3εo, para baixo",4.0,10.0,14.0,,,
9535C2,150 μN,4.0,3.0,7.0,,,
9572C2,"E = 0,68 × 10^3 V ⋅ m^-1, B = 1,15 × 10^-5 Weber ⋅ m^-2",4.0,36.0,40.0,,,
9573C2,n = λ^2 / (a ​​+ b),4.0,14.0,18.0,,,
9584C2,"Δν_alfa= 1,14 cm^-1, Δν_beta= 2,59 cm^-1, Δλ_alfa= 3,29 Å, Δλ_beta= 2,82 Å",4.0,50.0,54.0,,,
9613C2,2N\épsilon\sinh(\épsilon/KT),4.0,16.0,20.0,,,
9625C2,"1,5 × 10─12",4.0,7.0,11.0,,,
9633C2,gR/(μv^2),4.0,8.0,12.0,,,
9679C2,"1,38 × 10−25 m^2 · kg · s^−2 · K^−1",4.0,22.0,26.0,,,
9765C2,H → Ele → Li → Be → B → C → N → O → Ne → Si → Fe,4.0,21.0,25.0,,,
9818C2,menor que a pressão no Ponto 1 por 20 ρv^2,4.0,17.0,21.0,,,
9864C2,"Ângulo de fase em t = 0: π/2 radianos, Diferença de fase entre duas posições com 2 segundos de intervalo: 150 graus, Ângulo de fase correspondente a um deslocamento de +2: 37,5 graus, Tempo para atingir um deslocamento de +3: 0,63 segundos",4.0,97.0,101.0,,,
9978C2,"Comprimento de onda da luz para ponto brilhante: 1,17 × 10^-6 m, Comprimento de onda da luz para ponto escuro: 442mμ, Primeiro ponto brilhante: 54,7 cm, Primeiro ponto escuro: 72,4 cm",4.0,74.0,78.0,,,
10028C2,m\omega^2/2,4.0,8.0,12.0,,,
10040C2,μv0^2/(2g),4.0,9.0,13.0,,,
10142C2,"300 mμ ou 3,0 × 10^-5 cm",4.0,14.0,18.0,,,
10240C2,"Para K1 = 1eV, λ1 = 15 A; Para K2 = 10^4eV, λ2 = 0,15 A; Para K3 = 10^5eV, λ3 = 0,05 A",4.0,55.0,59.0,,,
10329C2,400 μC,4.0,3.0,7.0,,,
10354C2,"500 °C: 6,25 μm, 1000 °C: 5,78 μm, 1500 °C: 4,13 μm, 2500 °C: 2,85 μm",4.0,39.0,43.0,,,
10442C2,"listl ← Classificar (listl)
list2 ← Classificar (list2)
newList ← Combinar (listl, list2)
newList ← RemoveDuplicates (newList)",4.0,51.0,55.0,,,
10471C2,"f(x,y,z) = ΠM(0,1,2,3,7)",4.0,23.0,27.0,,,
10549C2,"""abc""",4.0,3.0,7.0,,,
10553C2,Θ(n logaritmo n^2),4.0,12.0,16.0,,,
10570C2,500,4.0,1.0,5.0,,,
10637C2,Dado H(k \| m)H(k∥m) qualquer um pode calcular H(k \| m \| w)H(k∥m∥w) para qualquer ww,4.0,48.0,52.0,,,
10715C2,Alterando a linha 7 para a ← b + 10,4.0,14.0,18.0,,,
10776C2,Você ⊃ Z,4.0,7.0,11.0,,,
10779C2,(∀x)[(Bx • Ny) ⊃ Lxy],4.0,17.0,21.0,,,
10814C2,Lx ∨ Li,4.0,5.0,9.0,,,
10816C2,~(F ⊃ E) ∨ (S ⊃ C),4.0,17.0,21.0,,,
10818C2,Você ⊃ (P ∨ ~B),4.0,13.0,17.0,,,
10819C2,(∀x)[Cx • (∃y)(Sy ⊃ Gxy)],4.0,20.0,24.0,,,
10828C2,"""em seu poder""",4.0,7.0,11.0,,,
10859C2,O ∨ Q,4.0,4.0,8.0,,,
10899C2,Cb ⊃ (Pm • Sol),4.0,11.0,15.0,,,
10944C2,F ⊃ ~~G,4.0,7.0,11.0,,,
10945C2,(∀x)(Px ⊃ Sxj),4.0,14.0,18.0,,,
10949C2,(E ⊃ F) ∨ (S ⊃ C),4.0,16.0,20.0,,,
10951C2,Ea ∨ c,4.0,5.0,9.0,,,
10954C2,~H ∧ R,4.0,5.0,9.0,,,
10970C2,"""Grande Herói""",4.0,7.0,11.0,,,
10973C2,Bhikkhu Bodhi,4.0,6.0,10.0,,,
10984C2,B ⊃ O,5.0,5.0,10.0,,,
10987C2,(L ∨ B) • (D ⊃ H),4.0,14.0,18.0,,,
10990C2,(F ⊃ E) ∨ (C ⊃ S),4.0,16.0,20.0,,,
10991C2,(∃x)[Px • (∀y)(Cy • Wxy)],5.0,18.0,23.0,,,
11032C2,(∀x)(∀y)[(Fx • Jy) • Sxy],4.0,20.0,24.0,,,
11034C2,Ej ≡ Cs,4.0,5.0,9.0,,,
11036C2,(∃x){(Kx • Px) • (∃y)[(Ey • Sy) • Hxy]},4.0,27.0,31.0,,,
11037C2,(∀x)(Fx ≡ Sx),4.0,11.0,15.0,,,
11038C2,~M ∨ S,4.0,5.0,9.0,,,
11076C2,G ⊃ ~F,4.0,6.0,10.0,,,
11077C2,(∃x)(Lx ⊃ Sx),4.0,13.0,17.0,,,
11078C2,(A ∨ B) ⊃ ~D,4.0,11.0,15.0,,,
11080C2,(F ⊃ E) ∨ (C ≡ ~S),4.0,15.0,19.0,,,
11121C2,D ∨ B,4.0,4.0,8.0,,,
11125C2,Si ⊃ Bl,4.0,5.0,9.0,,,
11127C2,(E ≡ F) ∨ (C ⊃ ~S),4.0,15.0,19.0,,,
11161C2,(∃x){Fx • (∀y)[Dy ⊃ (∃z)(Vz • Rxyz)]},4.0,31.0,35.0,,,
11190C2,(G ⊃ H) ∨ ~I,4.0,11.0,15.0,,,
11191C2,(∃x)[(Px • Ax) • (∃y)(Cy • Nyx)],4.0,22.0,26.0,,,
11192C2,(∀x)(Ax ⊃ Rx),4.0,11.0,15.0,,,
11223C2,(∀x)[(Hx • Bx) • Mx],4.0,16.0,20.0,,,
11226C2,(F ≡ E) ∨ ~(C ⊃ S),4.0,15.0,19.0,,,
11227C2,(∀x)(~Lx • Rx),4.0,11.0,15.0,,,
11258C2,(∀x)(Px ⊃ ~Ax),4.0,13.0,17.0,,,
11260C2,Fe ∨ Ss,4.0,5.0,9.0,,,
11320C2,"1,53 μH",4.0,5.0,9.0,,,
11323C2,C = [(πε₀L) / {ln(b-a)}],4.0,19.0,23.0,,,
11338C2,(3 / 4√π),4.0,8.0,12.0,,,
11351C2,"0,219 λ^2 metros quadrados",4.0,12.0,16.0,,,
11374C2,(12 × 10^6)πN-m,4.0,11.0,15.0,,,
11389C2,"550 A, 733 por cento, 0,79 Ω, 0,540 Ω, 0,300 Ω, 100 V",4.0,29.0,33.0,,,
11396C2,E = [(- 100) / (3r^2)] r̂,4.0,16.0,20.0,,,
11399C2,"Uma densidade de carga uniforme de 2 C/m^3, uma carga superficial de - [r_0 + (1/r_0^2)] na esfera de raio r = r_0 e uma carga pontual adicional de 2π coulombs na origem.",4.0,74.0,78.0,,,
11429C2,S = [(2θ^2 + 200θ + 10000) / (50 + θ)],4.0,22.0,26.0,,,
11485C2,"β = 5, 55,7 dB; β = 10, 61,7dB; β = 105, 82,185dB",4.0,26.0,30.0,,,
11496C2,^3√[(4) / (8π^210^3)] * [(2) / (log_10^2)],4.0,29.0,33.0,,,
11500C2,v(t) = 8cos(4π × 10^6 t + 4 sen2π × 1000t),4.0,24.0,28.0,,,
11579C2,R/2Ω,4.0,5.0,9.0,,,
11652C2,6e^-2 [e^-3jω / {(jω + 2)^2 + 36}],4.0,26.0,30.0,,,
11671C2,você = √[(2p) / (ρgz)],4.0,15.0,19.0,,,
11680C2,"Deslizamento de ruptura, s_b = 0,31, reatância de rotor bloqueado X_lr = 1,7 Ω, frequência do rotor no ponto de torque máximo f_r = 17,5 Hz, resistência adicionada do rotor R_x = 4,0 Ω, fator de potência do rotor = 0,89, corrente de partida I_r = 33 A",4.0,107.0,111.0,,,
11700C2,q̇_3 = - cq_1 - bq_2 - aq_3 +custo,4.0,25.0,29.0,,,
11750C2,"v = 6,34 (pés^3 / lbm), ρ = 0,136 (lbm / pés^3)",4.0,29.0,33.0,,,
11764C2,"12 H, 140 \muF",4.0,7.0,11.0,,,
11779C2,"0,200 \lambda^2",4.0,7.0,11.0,,,
11782C2,"A velocidade é (2, 0, -1), a aceleração é (0, -4, 1), a magnitude da velocidade é √5, a magnitude da aceleração é √17",4.0,53.0,57.0,,,
11798C2,"Impedância característica: 120 - j36Ω, Constante de atenuação: 1 dB/Km, Constante de fase: 0,4 rad/seg",4.0,46.0,50.0,,,
11845C2,C = 10πε₀a,4.0,9.0,13.0,,,
11846C2,52∠42 graus,4.0,6.0,10.0,,,
11886C2,"0,675∠-116,5651°",4.0,11.0,15.0,,,
11940C2,"ρ' = -P_0 / r^2, D = ε_0r̂P_0r, E = -r̂(P_0 / ε_0r^2) para r <R e E(r > R) = -r̂(P_0 / ε_0R^2)",4.0,74.0,78.0,,,
11955C2,σ^2/π,4.0,5.0,9.0,,,
11965C2,250 Hz.,4.0,3.0,7.0,,,
12005C2,2∠40° e 2∠220°,4.0,11.0,15.0,,,
12009C2,"2,5√5∠71,6°A na forma polar e 1,25√2 + j3,75√2A na forma retangular",4.0,38.0,42.0,,,
12010C2,10 - j35 Ω,4.0,6.0,10.0,,,
12079C2,"4\pi k a^n+2, 0",5.0,11.0,16.0,,,
12081C2,"Resistência do circuito de armadura: 1,0 Ω, Resistência do circuito de campo: 500 Ω",5.0,33.0,38.0,,,
12082C2,"(a) 0,7 Amp/m^2, (b) 1,1 sin(ωt + π/4) Amp/m^2, (c) (0,7 + j1,1) Amp/m^2",5.0,52.0,57.0,,,
12084C2,"Tensão média gerada por caminho e tensão de armadura gerada: 130 V, Corrente de armadura fornecida a uma carga externa: 24 A, Resistência de armadura: 0,18 Ω, Tensão terminal do gerador: 125,7 V",5.0,75.0,80.0,,,
12116C2,f(x)= (1 / 2) - (2 / \pi) \soma_n=1^∞ (- 1)^n [{cos(2n)} / (2n + 1)],4.0,45.0,49.0,,,
12144C2,"q = 3800 Btu, ΔE = 4200 Btu, ΔH_v = 3800 Btu",4.0,24.0,28.0,,,
12155C2,"E_1 = x̂_3 - \^{y}_3 + ẑ, E_2 = x̂1,3 - \^{y}3 + ẑ, D_1 =\epsilon_0(x̂2 - \^{y}4,5 + ẑ_1,5), D_2 = \ épsilon_0(x̂2 - \^{y}7,5 + ẑ2,5)",4.0,105.0,109.0,,,
12168C2,q = h^2A\DeltaT,4.0,9.0,13.0,,,
12179C2,v_o(t) = I [e^(-jωt) - u(t - τ)],4.0,23.0,27.0,,,
12183C2,h(y) = [2 / {\pi\surdy(1 + y)}]y > 0 e = 0caso contrário,4.0,30.0,34.0,,,
12184C2,3/π,4.0,3.0,7.0,,,
12207C2,600 Mpa,4.0,3.0,7.0,,,
12226C2,"1,00 × 10^12 Ω",4.0,9.0,13.0,,,
12236C2,"O transformador correspondente precisaria de uma impedância característica = √[(20)(150)] = 54,77 ohms",4.0,35.0,39.0,,,
12250C2,y(t) = (Ar/ 3)cos(ω_mt±3Δφ),4.0,22.0,26.0,,,
44C3,25Ω,3.0,3.0,6.0,,,
45C3,Eu • (H ∨ Eu),3.0,10.0,13.0,,,
77C3,Qualitativo.,3.0,5.0,8.0,,,
1292C3,Disputa.,4.0,4.0,8.0,,,
1372C3,"'Homens e mulheres diferem apenas em atributos físicos, não em seus processos de pensamento.'",4.0,34.0,38.0,,,
1373C3,"'Homens e mulheres diferem apenas em atributos físicos, não em seus processos de pensamento.'",4.0,34.0,38.0,,,
2002C3,"""inaceitável porque, nesta situação, a esposa é “vulnerável a inﬂuências indevidas”.",3.0,43.0,46.0,,,
2076C3,graficamente→ branco é área de retenção e preto é área rejeitada,4.0,28.0,32.0,,,
2145C3,Tamanho da amostra → o poder diminui com o aumento do tamanho da amostra,4.0,26.0,30.0,,,
2575C3,PREPARAÇÃO DA COGNIÇÃO → educação sobre como cognições defeituosas impedem o enfrentamento adaptativo,4.0,45.0,49.0,,,
2586C3,Canal auditivo→ ossículos→ janela oval→ cóclea→ nervo auditivo,4.0,24.0,28.0,,,
2588C3,íris.,4.0,3.0,7.0,,,
2869C3,5′ GCU AAC 3′,4.0,7.0,11.0,,,
2892C3,(3/4) RʹRʹ branco (1/4) RʹR rosa,4.0,24.0,28.0,,,
3048C3,5′-U-C-G-3′,4.0,11.0,15.0,,,
3332C3,GATO TEM SEU → GATO FOI ATROPELADO,4.0,19.0,23.0,,,
3530C3,2Mg(s) + Cr3+ → 2Mg2+ + Cr(s),4.0,21.0,25.0,,,
3542C3,"Nα/Nβ = 0,9910 na banda L; Nα/Nβ = 0,9509 na banda W",4.0,29.0,33.0,,,
3547C3,14 μT,4.0,3.0,7.0,,,
3601C3,.02 mols de Cl ̄,4.0,9.0,13.0,,,
3696C3,"q=0, ΔE=18,68 kJ, ΔH=11,21 kJ",4.0,21.0,25.0,,,
3700C3,∆T ∆t = h^2/c^2,4.0,14.0,18.0,,,
3723C3,C2H5OH(aq) + O2(aq) → HC2H3O2(aq) + H2O(aq),4.0,31.0,35.0,,,
3846C3,14.0 l,4.0,4.0,8.0,,,
3880C3,"W_rev= - 880 cal, q = 9300 cal, ΔH = 9300 cal, ΔE = 8500 cal",4.0,28.0,32.0,,,
3956C3,"Grau de dissociação, α: 0,25; Valor de K_p: 0,20",4.0,25.0,29.0,,,
3976C3,"q = 23,33 kJ mol^-1, w = 21,39 kJ mol^-1, ΔE = 44,72 kJ mol^-1",4.0,36.0,40.0,,,
4081C3,"ΔH > 0, ΔS = 0 e ΔG > 0",4.0,15.0,19.0,,,
4102C3,-10 kJ mol^{-1},4.0,9.0,13.0,,,
4155C3,"\lambda_+ = 0,0340 m^2 / (Ω) (mol), \lambda_- = 0,0072 m^2 / (Ω) (mol)",4.0,39.0,43.0,,,
4234C3,"∆H_vap = 10,05 kcal, ∆H_fus = 1,4 kcal, ∆H_S = 11,45 kcal, P_1 = 2,18 mm Hg",4.0,45.0,49.0,,,
4293C3,"30,0 μg",4.0,4.0,8.0,,,
4337C3,2H2O(l) ↔ 2H2(g) + O2(g),4.0,21.0,25.0,,,
4397C3,"Peso molecular: 15.000 (g / mol), ∆T_f = 12,6 × 10^-4 °C, ∆T_b = 3,35 × 10^-4 °C",4.0,46.0,50.0,,,
4503C3,NH4+(aq) + Br-(aq) → NH4Br(aq),4.0,17.0,21.0,,,
4515C3,Pb(s) + Ca(NO3)2(aq) → Ca(s) + Pb(NO3)2(aq),4.0,31.0,35.0,,,
4562C3,Z = [2(Nc) / (π)],4.0,12.0,16.0,,,
4607C3,nα = 3nαeq e nβ = nβeq/2,4.0,16.0,20.0,,,
4616C3,"2,26 \ves 10^{-6} $\mathrm{~m}^3 \mathrm{~mol}^{-1}$",4.0,31.0,35.0,,,
6225C3,Ventrículo direito → tronco pulmonar → artérias → veias → capilares,4.0,27.0,31.0,,,
6266C3,30,4.0,1.0,5.0,,,
6510C3,glicemia de jejum ≥ 126 mg/dl,4.0,12.0,16.0,,,
6511C3,glicemia de jejum ≥ 126 mg/dl,4.0,12.0,16.0,,,
6796C3,Antagonista β-adrenérgico não seletivo,4.0,15.0,19.0,,,
6797C3,Antagonista β-adrenérgico não seletivo,4.0,15.0,19.0,,,
7737C3,f(x) ≥ –18 para todo x ≥ 0.,4.0,14.0,18.0,,,
7835C3,5π/2,4.0,4.0,8.0,,,
7851C3,f(d) ≠ f(c),4.0,10.0,14.0,,,
7905C3,"μx+y = 76, σx+y = 8,5",4.0,16.0,20.0,,,
8109C3,P(A ∩ B) implica que os eventos A e B são independentes.,4.0,21.0,25.0,,,
8136C3,18 − 4 = p; 14,4.0,7.0,11.0,,,
8152C3,,4.0,0.0,4.0,,,
8319C3,2π,4.0,2.0,6.0,,,
8334C3,,4.0,0.0,4.0,,,
8339C3,HA: μ2− μ1> 0,4.0,9.0,13.0,,,
8393C3,16π/3,4.0,4.0,8.0,,,
8397C3,"θ = 0,52",4.0,6.0,10.0,,,
8503C3,∞ (Infinito),4.0,7.0,11.0,,,
8551C3,"μ = 3,677, σ = 3,561",4.0,12.0,16.0,,,
8571C3,C = 8π,4.0,4.0,8.0,,,
8580C3,−24/(3π) cm/min,4.0,9.0,13.0,,,
8655C3,(x + 1)(x − 4)(x − 2),4.0,13.0,17.0,,,
8667C3,"Ao escolher um nível de significância α, você está definindo a probabilidade de um erro Tipo I exatamente como α.",4.0,43.0,47.0,,,
8672C3,"α = 0,05, n = 45",4.0,9.0,13.0,,,
8673C3,μ = 14.500; σ = 5.900,4.0,12.0,16.0,,,
8706C3,2π/3,4.0,4.0,8.0,,,
8884C3,χ2 é definido apenas para valores não negativos da variável.,4.0,23.0,27.0,,,
8926C3,2 ≤ e ≤ 8,4.0,5.0,9.0,,,
8991C3,cone,4.0,1.0,5.0,,,
9162C3,"12ȇ_t + 1,12ȇ_n pol./seg^2",4.0,19.0,23.0,,,
9163C3,"a) 579 mμ, b) 5794 mμ, c) 5000 °K",4.0,19.0,23.0,,,
9190C3,λ / 2v,4.0,4.0,8.0,,,
9248C3,∆t' não pode ser determinado sem informações adicionais sobre a velocidade de S' em relação a S,4.0,38.0,42.0,,,
9386C3,273K e 248K,4.0,5.0,9.0,,,
9415C3,"σ/2εo, para cima",4.0,9.0,13.0,,,
9535C3,600 μN,4.0,3.0,7.0,,,
9573C3,n = λ / (a ​​- bλ^2),4.0,15.0,19.0,,,
9584C3,"Δν_alfa= 7,14 cm^-1, Δν_beta= 8,59 cm^-1, Δλ_alfa= 0,89 Å, Δλ_beta= 0,42 Å",4.0,50.0,54.0,,,
9637C3,metano.,4.0,3.0,7.0,,,
9679C3,"1,38 × 10−22 m^2 · kg · s^−2 · K^−2",4.0,22.0,26.0,,,
9765C3,H → Ele → C → N → O → Mg → Si → Fe,4.0,16.0,20.0,,,
9818C3,mais do que a pressão no Ponto 1 por ρv^2,4.0,17.0,21.0,,,
9864C3,"Ângulo de fase em t = 0: π/8 radianos, Diferença de fase entre duas posições com 2 segundos de intervalo: 45 graus, Ângulo de fase correspondente a um deslocamento de +2: 11,25 graus, Tempo para atingir um deslocamento de +3: 1,52 segundos",4.0,97.0,101.0,,,
9978C3,"Comprimento de onda da luz para ponto brilhante: 1,5 × 10^-6 m, Comprimento de onda da luz para ponto escuro: 500mμ, Primeiro ponto brilhante: 55 cm, Primeiro ponto escuro: 72 cm",4.0,69.0,73.0,,,
10040C3,v0^2/(2gμ),4.0,9.0,13.0,,,
10041C3,1 μm,4.0,3.0,7.0,,,
